School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of Sydney,CHEM 1102,CHEMISTRY IB,CHEM 1200,CHEMISTRY II,4.0
Alabama,Birmingham-Southern C.,CH 149,CHEMICAL PRINCIPLES,CHEM 1200,CHEMISTRY II,4.0
Alabama,Univ Alabama Tuscaloosa,CH 102,GENERAL CHEMISTRY W/LAB,CHEM 1200,CHEMISTRY II,4.0
Alabama,Univ Of Montevallo,CHEM 122,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Alaska,Univ. of Alaska Anchorage,"CHEM A106L
AND CHEM A106","GENERAL CHEMISTRY II LAB
AND GENERAL CHEMISTRY II",CHEM 1200,CHEMISTRY II,4.0
Arizona,Pima Community Coll,CHM 152,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Arizona,University of Arizona,"CHEM 104
AND CHEM 101A
AND CHEM 101B","FUNDAMENTAL TECH OF CHEM
AND LECTURE GENERAL CHEM
AND LECTURE GENERAL CHEM",CHEM 1200,CHEMISTRY II,4.0
Arizona,Yavapai College,CHM 152,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
CANADA,McGill University,CHEM 120,GENERAL CHEMISTRY 2,CHEM 1200,CHEMISTRY II,4.0
CANADA,McGill University,CHEMISTR 180-121A,GEN CHEM-PHYS SCI & ENGR STUDS,CHEM 1200,CHEMISTRY II,4.0
CANADA,McGill University,CHEM 120,GENERAL CHEMISTRY 2,CHEM 1200,CHEMISTRY II,4.0
CANADA,McGill University,CHEMISTR 180-121A,GEN CHEM-PHYS SCI & ENGR STUDS,CHEM 1200,CHEMISTRY II,4.0
CHINA,Central China Normal Univ.,"CHEM 3
AND CHEM 4","ANALYTICAL CHEMISTRY
AND ANALY CHEMISTRY EXPERIMENT",CHEM 1200,CHEMISTRY II,3.0
CHINA,China Agricultural University,"CAU 10110120
AND CAU 10110140
AND CAU 10110300
AND CAU 10110500
AND CAU 10110560","ANALYTIC CHEMISTRY
AND ANALY CHEMISTRY IN THE LAB
AND GENERAL CHEMISTRY
AND GENERAL CHEMISTRY IN THE LAB
AND EXPER IN PHYSICAL CHEMISTRY","CHEM 1200
AND CHEM 1100","CHEMISTRY II
AND CHEMISTRY I","4.0
AND 4.0"
CHINA,Guangdong Ocean Univ.  China,CHEM 1,INORGANIC AND ANALYTICAL CHEM,"CHEM 1200
AND CHEM 1100","CHEMISTRY II
AND CHEMISTRY I","3.0
AND 4.0"
CHINA,Nanjing Univ. of Sci. & Tech.,"CHEM 4
AND CHEM 3","MATERIAL PHYSICAL CHEMISTRY II
AND ANALYTICAL CHEMISTRY",CHEM 1200,CHEMISTRY II,4.0
CHINA,Wuhan University,"CHEM 6
AND CHEM 9","PHYSICAL CHEMISTRY A4 I
AND PHYSICS CHEMISTRY A4 II",CHEM 1200,CHEMISTRY II,4.0
CHINA,Zhejiang Gongshang Univ.,"CHEM 3
AND CHEM 4","ORGANIC CHEMISTRY
AND EXPER ORGANIC CHEMISTRY",CHEM 1200,CHEMISTRY II,4.0
California,American River Coll,CHEM 401,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
California,Bakersfield Coll,CHEM 1B,GEN CHEM/CHEM ANALY,CHEM 1200,CHEMISTRY II,4.0
California,Cabrillo Coll,CHEM 1B,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
California,Calif Institute Tech,"CH 003A
AND CH 001A
AND CH 001B","FUND TECHN OF EXP CHEMISTRY
AND GENERAL CHEMISTRY
AND GENERAL CHEMISTRY","CHEM 1200
AND CHEM 1100","CHEMISTRY II
AND CHEMISTRY I","4.0
AND 3.0"
California,Coll Marin,CHEM 132,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
California,College of San Mateo,CHEM 220,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
California,De Anza College,"CHEM D001C
AND CHEM D001A
AND CHEM D001B","GEN CHEM/QUAL ANALYSIS
AND GENERAL CHEMISTRY
AND GENERAL CHEMISTRY","CHEM 1200
AND CHEM 1100","CHEMISTRY II
AND CHEMISTRY I","4.0
AND 4.0"
California,Diablo Valley Coll,CHEM 121,GENERAL COLLEGE CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
California,Foothill Coll,CHEM 001B,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
California,Fresno City College,CHEM 1B,GEN & QUAL ANALY,CHEM 1200,CHEMISTRY II,4.0
California,Glendale Cmty Coll,CHEM 102,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
California,Harvey Mudd College,"CHEM 024
AND CHEM 019
AND CHEM 023D
AND CHEM 023E
AND CHEM 023S","CHEMISTRY LABORATORY
AND GENERAL CHEMISTRY INTENSIVE
AND DYNAMICS
AND ENERGETICS
AND STRUCTURE","CHEM 1200
AND CHEM 1100","CHEMISTRY II
AND CHEMISTRY I","3.0
AND 3.0"
California,Harvey Mudd College,"CHEM 026
AND CHEM 022","CHEMISTRY LABORATORY
AND GENERAL CHEMISTRY",CHEM 1200,CHEMISTRY II,4.0
California,Los Angeles City Col,CHEM 102,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
California,Marymount College Ca,SCI 221,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
California,Mission College,CHEM 001B,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
California,Pasadena City Coll,CHEM 001B,GENERAL CHEMISTRY AND,CHEM 1200,CHEMISTRY II,4.0
California,Pitzer College,CHEM 015L,"BASIC PRINC, OF CHEMISTRY",CHEM 1200,CHEMISTRY II,4.0
California,Rio Hondo College,"CHEM 131
AND CHEM 131L","GENERAL CHEMISTRY
AND GENERAL CHEMISTRY LAB",CHEM 1200,CHEMISTRY II,4.0
California,Riverside Cmty Coll,CHE 1B,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
California,Saddleback College,CHEM 1B,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
California,San Jose City Coll,CHEM 001B,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
California,Santa Barbara City C,CHEM 156,GENERAL CHEMISTYR II,CHEM 1200,CHEMISTRY II,4.0
California,Stanford University,CHEM 31B,CHEMICAL PRINCIPLES II,CHEM 1200,CHEMISTRY II,4.0
California,Univ of California Los Angeles,"CHEM 20L
AND CHEM 20B","GENERAL CHEMSTRY LAB
AND ENERGETICS & CHANGE",CHEM 1200,CHEMISTRY II,4.0
California,West Valley Coll,CHEM 001B,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
Colorado,Colorado College,CHEM 108,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Connecticut College,CHM 104,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Fairfield University,CH 0012,GEN. INORG. CHEM II W/LAB,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Gateway Cmty-Tech Cl,CHE I122,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Housatonic Community College,CHE E122,GENERAL CHEMISRY II,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Manchester Community College,CHE B122,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Middlesex Cmty-Tech,CHE F122,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Naugatuck Valley CC,CHE H122,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Norwalk Community College,CH D102,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Norwalk Community College,CHE D122,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Quinnipiac University,"CH 111L
AND CH 111","GENERAL CHEMISTRY II LAB
AND GENERAL CHEMISTRY II",CHEM 1200,CHEMISTRY II,4.0
Connecticut,Quinnipiac University,"CHE 111L
AND CHE 111","GEN CHEMISTRY II LAB
AND GENERAL CHEMISTRY",CHEM 1200,CHEMISTRY II,4.0
Connecticut,Trinity College Ct,CHEM 112,INTRO CHEMISTRY II & LAB,CHEM 1200,CHEMISTRY II,4.0
Connecticut,US Coast Guard Acad,USCGA 5106,CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Univ of Connecticut,CHEM 1128Q,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Univ of Connecticut,CHEM 128Q,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
Connecticut,University of Hartford,CH 111P,COLLEGE CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
Connecticut,Westrn Conn St Univ,CHE 111,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Delaware,University of Delaware,CHEM 104,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,4.0
Delaware,University of Delaware,CHEM 112,GENERAL CHEMISTRY,CHEM 1200,CHEMISTRY II,3.0
District of Columbia,Georgetown Univ,"CHEM 058
AND CHEM 056","GEN CHEM LAB FOR MAJORS
AND GEN CHEMISTRY FOR MAJORS",CHEM 1200,CHEMISTRY II,4.0
Florida,Broward College,"CHM 1046L
AND CHM 1046","GEN CHEM LAB II
AND GEN CHEM II",CHEM 1200,CHEMISTRY II,4.0
Florida,Daytona State College,"CHM 1046
AND CHM 1046L","GENERAL COLLEGE CHEMISTRY
AND GENERAL COLLEGE CHEM LAB",CHEM 1200,CHEMISTRY II,4.0
Florida,Eckerd College,CH 122,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
Florida,Florida Gulf Coast U,CHM 2046,GENERAL CHEM II W/LAB,CHEM 1200,CHEMISTRY II,4.0
Florida,Hillsborough C C,"CHM 1046L
AND CHM 1046","COLLEGE CHEM II LAB
AND COLLEGE CHEM II",CHEM 1200,CHEMISTRY II,4.0
Florida,Miami-Dade Cc North,"CHM 1046L
AND CHM 1046","GEN CHEM/QUAL ANALY LAB
AND GEN CHEM/QUAL ANALY",CHEM 1200,CHEMISTRY II,4.0
Florida,St Petersburg Jr Col,"CHM 1046L
AND CHM 1046","GEN CHEM/QUAL ANALYS LAB II
AND GEN CHEM QUALITATIVE ANALYS II",CHEM 1200,CHEMISTRY II,4.0
Florida,Univ Central Florida,CHM 2046C,HONORS CHEMISTRY FUND. II,CHEM 1200,CHEMISTRY II,4.0
Florida,Univ North Florida,CHM 2046C,GENERAL CHEMISTRY II,CHEM 1200,CHEMISTRY II,4.0
