School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
California,Santa Barbara City C,"ENGR 117L
AND ENGR 117","ELECTRONIC CIRCUITS LABORATORY
AND ELECTRONIC CIRCUITS",ECSE 1010,INTRODUCTION TO ECSE,4.0
California,Scripps College,ENGR 080,EXPERIMENTAL ENGINEERING,ECSE 1010,INTRODUCTION TO ECSE,4.0
California,Univ California-Santa Barbara,ECE 3,INTRO TO EE,ECSE 1010,INTRODUCTION TO ECSE,4.0
Connecticut,Univ of Connecticut,ECE 1101,ELECTRICAL&COMPUTER ENGR TOOLS,ECSE 1010,INTRODUCTION TO ECSE,1.0
Kansas,Labette Cmty College,INDU 125,FUNDL OF ELECTRONICS,ECSE 1010,INTRODUCTION TO ECSE,3.0
New Jersey,County Coll Morris,"ELT 210
AND ELT 110","ELECTRONIC FABRICATION
AND DIGITAL PRINCIPLES",ECSE 1010,INTRODUCTION TO ECSE,4.0
New Jersey,NJ Inst of Technology,"ENGR 101
AND ECE 101","ANALYTICAL METH FOR ENGR APPL
AND INTRO TO ELEC & COMP ENGR","ENGR 1400
AND ECSE 1010","ENGINEERING COMMUNICATIONS
AND INTRODUCTION TO ECSE","1.0
AND 4.0"
New Jersey,Ramapo College of New Jersey,PHYS 242,ELECTRONIC CIRCUITS & DEVICES,ECSE 1010,INTRODUCTION TO ECSE,4.0
New York,Dutchess Cmty Coll,"ELT 106
AND ELT 105","AC CIRCUITS
AND DC CIRCUITS",ECSE 1010,INTRODUCTION TO ECSE,4.0
New York,Monroe Cmty College,ENR 157,DIGITAL SYSTEMS,ECSE 1010,INTRODUCTION TO ECSE,4.0
New York,Syracuse University,"ELE 292
AND ELE 251","ELECTRICAL LAB II
AND FUNDAMENTALS OF LINEAR SYSTEMS",ECSE 1010,INTRODUCTION TO ECSE,4.0
SOUTH KOREA,Seoul Natl Univ.,ENGR 01,INTRO TO ELECTRICAL ENGINEERIN,ECSE 1010,INTRODUCTION TO ECSE,3.0
Virginia,George Mason Univers,ECE 101,INTRO TO ELECTRICAL/COMP ENGR,ECSE 1010,INTRODUCTION TO ECSE,3.0
Washington,University of Washington,E E 215,INTRO TO E E,ECSE 1010,INTRODUCTION TO ECSE,4.0
