School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arizona,Yavapai College,COM 100,INTRO HUMAN COMMUNICATION,COMM 1510,INTRO TO COMMUNICATION THEORY,3.0
Iowa,Iowa State Univ,CMST 101,INTRO TO COMMUNICATIONS,COMM 1510,INTRO TO COMMUNICATION THEORY,3.0
Iowa,Iowa State Univ,COMST 101,INTRO TO COMMUNICAT,COMM 1510,INTRO TO COMMUNICATION THEORY,3.0
Maryland,Montgomery Coll Rckvlle,SP 108,INTRO TO HUMAN COMMUNICATION,COMM 1510,INTRO TO COMMUNICATION THEORY,3.0
Missouri,St Charles Cnty C C,SPE 101,ORAL COMMUNICATIONS,COMM 1510,INTRO TO COMMUNICATION THEORY,3.0
New York,Rochester Inst of Technology,COMM 203,EFFECTIVE TECHNICAL COMMUNICAT,COMM 1510,COMMUNICATION THEORY & PRAC.,3.0
New York,SUNY Albany,COM 265,INTRO TO COMM. THEORY,COMM 1510,INTRO TO COMMUNICATION THEORY,3.0
New York,SUNY Geneseo,COMN 160,INTRO TO MASS COMMUNICATION,COMM 1510,INTRO TO COMMUNICATION THEORY,3.0
Vermont,Castleton St Coll,COM 1220,INTRO TO COMMIUNICATION,COMM 1510,INTRO TO COMMUNICATION THEORY,3.0
Washington,Seattle Central College,CMST 101,INTRODUCTION TO COMM,COMM 1510,INTRO TO COMMUNICATION THEORY,4.0
