School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Ohio,Miami Univ Oxford,CSE 489,GAME ENGINE DESIGN,GSAS 4550,GAME ARCHITECTURE,3.0
Ohio,Miami Univ Oxford,"IMS 487
AND IMS 465","GAME PROTOTYPING, PIPELINE
AND GAME ENGINE SCRIPTING","GSAS 4000
AND GSAS 4550","GSAS ELECTIVE
AND GAME ARCHITECTURE","2.0
AND 4.0"
