School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Connecticut,Univ of Connecticut,PNB 252,ANIMAL PHYSIOLOGY,BIOL 4270,HUMAN PHYSIOLOGY,4.0
Massachusetts,Boston University,"BI 130
AND BI 131","ANATOMY & PHYSIOLOGY I
AND ANATOMY & PHYSIOL LAB I",BIOL 4270,HUMAN PHYSIOLOGY,4.0
Massachusetts,Boston University,BI 315,SYSTEMS PHYSIO,BIOL 4270,HUMAN PHYSIOLOGY,4.0
New Jersey,Fairleigh Dickinson University,"BIOL 2239
AND BIOL 2237","LAB: HUMAN STRUCT & FUNCT
AND HUMAN STRUCT AND FUNCTION",BIOL 4270,HUMAN PHYSIOLOGY I,4.0
New York,Bard College,BIO 204,INTRO TO PHYSIOLOGY,BIOL 4270,HUMAN PHYSIOLOGY,4.0
New York,Cornell University,BIOAP 311,INTR ANIMAL PHYSIOLOGY,BIOL 4270,HUMAN PHYSIOLOGY I,3.0
New York,SUNY Inst. of Tech Utica/Rome,"BIO 216
AND BIO 215","ANATOMY & PHYSIOLOGY II
AND ANATOMY & PHYSIOLOGY I",BIOL 4270,HUMAN PHYSIOLOGY,4.0
New York,Suny Purchase,BBI 1510,HUM ANAT & PHYS: ANAT & PHYS,BIOL 4270,HUMAN PHYSIOLOGY,4.0
SINGAPORE,Nanyang Tech. Univ.,BS 2001,PHYSIOLOGY,BIOL 4270,HUMAN PHYSIOLOGY,3.0
SINGAPORE,Nanyang Tech. Univ.,BS 201,PHYSIOLOGY,BIOL 4270,HUMAN PHYSIOLOGY,3.0
Texas,Tx St Tech Coll Swtw,BIOL 2301,ANATOMY & PHYSIOLOGY I,BIOL 4270,HUMAN PHYSIOLOGY I,4.0
