School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arizona,University of Arizona,INDV 101,MIND: SELF - PHIL PERSPECTIVE,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
Arizona,University of Arizona,PHIL 150B,PERSONAL MORALITY,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
CANADA,University of Alberta,PHIL 367,INTRO TO PHILOSOPHY OF MATH,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
CANADA,University of Alberta,PHIL 367,INTRO TO PHILOSOPHY OF MATH,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
CHINA,Central Univ. Finance & Econ.,PHIL 2,HIST. OF WEST PHILOSOPHY,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
CHINA,China Agricultural University,HASS 7,BASE OF ETHICS,PHIL 1000,PHILOSOPHY ELECTIVE,2.0
CHINA,Dalian Univ. of Tech.,PHIL 2,HISTORY OF WESTERN PHILOSOPHY,PHIL 1000,PHILOSOPHY ELECTIVE,2.0
California,Coastline Cmty Coll,PHIL 120,ETHICS,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
California,Fresno City College,PHIL 1D,WORLD RELIGIONS,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
California,Napa Valley College,PHIL 125,INTRO TO ETHICS,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
California,Riverside Cmty Coll,HUM 10,WORLD RELIGIONS,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
California,Saint Mary's College,SEM 020,GREEK THOUGHT,PHIL 1000,PHILOSOPHY ELECTIVE,4.0
California,Saint Mary's College,SEM 021,"ROMAN, CHRISTIAN, MEDIEVAL THO",PHIL 1000,PHILOSOPHY ELECTIVE,4.0
California,San Frncsco State Un,PHIL 110,INTRO-CRITICAL THINKING I,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
California,San Joaquin Delta Cl,PHILO 050,ASIAN PHILOSOPHY,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
California,Santa Clara Univ,PHIL 11A,CULTURES AND IDEAS I,PHIL 1000,PHILOSOPHY ELECTIVE,4.0
California,Santa Clara Univ,PHIL 12A,CULTURES AND IDEAS II,PHIL 1000,PHILOSOPHY ELECTIVE,4.0
California,Santa Clara Univ,SCTR 19,RELIGIONS OF THE BOOK,PHIL 1000,PHILOSOPHY ELECTIVE,4.0
California,Southwestern College,PHIL 103,LOGIC AND CRITICAL THOUGHT,PHIL 1000,PHILOSOPHY ELECTIVE,3.0
