School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,Victoria University,RBF 2300,MICROBIOLOGY 1,BIOL 2310,MICROBIOLOGY,4.0
Alabama,Univ. of North Alabama,"BI 307
AND BI 300","MICROBIOLOGY
AND BIOLOGICAL LIT",BIOL 2310,MICROBIOLOGY,4.0
California,Marymount College Ca,SCI 150,MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
Massachusetts,Greenfield Cmty Coll,BIO 205,MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
New York,Adirondack Cmty Coll,BIO 113,MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
New York,Columbia-Greene C C,BI 210,MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
New York,Dutchess Cmty Coll,BIO 207,GENERAL MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
New York,Fulton-Montgomery Cc,"BI 2822
AND BI 2821","MICROBIOLOGY
AND MICROBIOLOGY",BIOL 2310,MICROBIOLOGY,4.0
New York,Fulton-Montgomery Cc,BIO 282,MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
New York,Genesee Cmty Coll,BIO 206,GENERAL MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
New York,Hudson Vly Cmty Coll,BIOL 205,MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
New York,Nassau Cmty College,BIO 214,MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
New York,Roberts Wesleyan Col,BIO 301,MICROBIOLOGY,BIOL 2310,MICROBIOLOGY,4.0
Virginia,Virginia Tech,"BIOL 2614
AND BIOL 2604","GEN MICROBIOLOGY LAB
AND GENERAL MICROBIOLOGY",BIOL 2310,MICROBIOLOGY,4.0
