School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,Minzu University of China,MINZU MB,MONEY AND BANKING,ECON 4130,MONEY & BANKING,3.0
CHINA,Shanghai U of Finance &Econ.,ACCT 02,MONEY AND BANKIING,ECON 4130,MONEY & BANKING,2.0
CHINA,Southwest Jiaotong University,ECON 330,MONEY AND BANKING,ECON 4130,MONEY & BANKING,4.0
CHINA,Zhongnan Univ of Econ & Law,MGMT 02,MONEY & FINANCE,ECON 4130,MONEY & BANKING,4.0
California,Claremont Mckenna,ECON 135,MONEY AND BANKING,ECON 4130,MONEY & BANKING,4.0
California,Univ Calif Irvine,ECON 161A,MONEY & BANKING,ECON 4130,MONEY & BANKING,3.0
Connecticut,Univ of Connecticut,ECON 2411,MONEY AND BANKING,ECON 4130,MONEY & BANKING,3.0
Maine,Colby College,EC 338,"MONEY, BANK'G, MONET POL",ECON 4130,MONEY & BANKING,4.0
NETHERLANDS,Universiteit Maastricht,EBC 2019,BANKING,ECON 4130,MONEY & BANKING,3.0
New Jersey,Montclair State Univ,ECON 301,MONEY & BANKING,ECON 4130,MONEY & BANKING,3.0
New York,Clarkson University,EC 356,"MONEY, BANKING & MONETARY POL",ECON 4130,MONEY & BANKING,3.0
New York,Pace Univ NYC,ECO 238,MONEY AND BANKING,ECON 4130,MONEY & BANKING,3.0
New York,SUNY Binghamton,ECON 350,U.S. FINAN SYS MARKETS & INSTS,ECON 4130,MONEY & BANKING,4.0
New York,SUNY College Oswego,ECO 340,MONEY AND BANKING,ECON 4130,MONEY & BANKING,3.0
New York,St Johns Univ Jamca,ECO 2309,MONEY AND BANKING,ECON 4130,MONEY & BANKING,3.0
Ohio,Oberlin College,ECON 211,"MONEY, FINAN SYS & ECONOMY",ECON 4130,MONEY & BANKING,3.0
Rhode Island,Bryant University,ECO 301,MONEY AND BANKING,ECON 4130,MONEY & BANKING,3.0
SINGAPORE,Nanyang Tech. Univ.,HE 207,MONEY AND BANKING,ECON 4130,MONEY & BANKING,4.0
South Carolina,Univ South Carolina,ECON 301,MONEY AND BANKING,ECON 4130,MONEY & BANKING,3.0
Virginia,Hampden-Sydney Coll,ECON 103,MONEY AND BANKING,ECON 4130,MONEY & BANKING,3.0
