School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,China Univ. Political Sci &Law,ECON 4,INTERMEDIATE MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
CHINA,Shanghai U of Finance &Econ.,ECON 04,INTERMEDIATE MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECON THEORY,3.0
CHINA,Zhongnan Univ of Econ & Law,ECON 03,MACROECONOMICS (INTERMEDIATE),ECON 2020,INTERMEDIATE MACROECON THEORY,4.0
California,Claremont Mckenna,ECON 102,INTERM MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECONOMICS,4.0
Connecticut,Asnuntuck Community College,ECN 101,PRINCIPLES OF MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
Connecticut,Univ of Connecticut,ECON 2202,INTERMED MACROECONOMIC THEORY,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
Florida,St Thomas University,ECO 201,PRINCIPLES OF MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
Maine,Colby College,EC 224,MACROECONOMICS THEORY,ECON 2020,INTERMEDIATE MACROECONOMICS,4.0
Massachusetts,Univ Mass Lowell,ECO 311,INTERMEDIATE MACRO,ECON 2020,INTERMEDIATE MACROECON THEORY,3.0
Massachusetts,Univ Mass at Amherst,ECON 204,INTERMEDIATE MACRO THEORY,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
New Jersey,Rutgers Univ. New Brunswick,220 321,INTERMED MACRO ALALYSIS,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
New York,Pace Univ NYC,ECO 234,INTERMEDIATE MICROECONOMICS,ECON 2020,INTERMEDIATE MACROECON THEORY,3.0
New York,SUNY Albany,ECO 301,INTERMEDIATE MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
New York,SUNY at Stony Brook,ECO 305,INTERM MACROECONOMIC THEORY,ECON 2020,INTERMEDIATE MACROECON THEORY,4.0
New York,St Lawrence Univ,ECON 252,INTERMEDIATE MACRO. ECONOMIC,ECON 2020,INTERMEDIATE MACROECONOMICS,4.0
New York,Syracuse University,ECN 302,INTERMEDIATE MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
North Carolina,Davidson College,ECO 203,INTERM MACROECONOMIC THEORY,ECON 2020,INTERMEDIATE MACROECONOMICS,4.0
North Carolina,Wake Technical Coll,ECO 252,PRINCIPLES OF MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECON THEORY,3.0
Ohio,Kenyon College,ECON 202,MACROECONOMIC THEORY,ECON 2020,INTERMEDIATE MACROECON THEORY,4.0
Pennsylvania,Swarthmore College,ECON 021,INTERMEDIATE MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECONOMICS,4.0
Rhode Island,Bryant University,ECO 214,INTERM MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
Virginia,College of William and Mary,ECON 304,INTERM. MACROECONOMIC THEORY,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
Virginia,Emory & Henry Coll,ECON 252,MACROECONOMICS,ECON 2020,INTERMEDIATE MACROECONOMICS,3.0
