School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arizona,University of Arizona,MATH 243,DISCRETE MATH COMPTR SCI,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
CHINA,Northeastern Univ. of China,MATH 9,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
California,Cabrillo Coll,CS 23,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
California,Calif Institute Tech,"MA/CS 006C
AND MA/CS 006A
AND MA/CS 006B","INTRO TO DISCRETE MATHEMATICS
AND INTRO TO DISCRETE MATHEMATICS
AND INTRO TO DISC MATHEMATICS","CSCI 2000
AND MATH 2800","COMPUTER SCIENCE ELECTIVE
AND INTRO TO DISCRETE STRUCTURES","4.0
AND 4.0"
California,Foothill Coll,MATH 022,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
California,San Frncsco State Un,MATH 330,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
California,Univ Calif Davis,ENG CS 020,DISCRETE MATH FOR CS,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
California,Univ San Francisco,MATH 201,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
Colorado,Univ Nthrn Colorado,MATH 228,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
Connecticut,Connecticut College,MAT 210,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
District of Columbia,George Washington University,"CSCI 2312
AND CSCI 1311","DISCRETE STRUCTURES II
AND DISCRETE STRUCTURES",MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
Florida,Florida Atlantic Unv,MAD 2104,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
Florida,Miami-Dade Cc North,MAD 1100,DISCRETE MATH COMP SCI,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
Indiana,Univ Of Notre Dame,CSE 20110,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
Iowa,Cornell Coll,CSC 151,DISCRETE MATH FOR COMP SCI,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
MALAYSIA,Multimedia University,DCS 5025,DISCRETE STRUCTURES,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
Maine,Southern Maine CC,MATH 225,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
Maryland,Hagerstown Community College,MAT 207,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
Maryland,Johns Hopkins Univ.,APPM 550.171,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
Massachusetts,Springfield Tech C C,MATH 376,DISCRETE STRUCTURES I,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
Massachusetts,Springfield Tech C C,MATH 950,MATHEMATICS ELE.,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
Massachusetts,Wentworth Inst Tech,MATH 410,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
Minnesota,Univ Minnesota Mpls,CSCI 2011,DISCRETE STRUCTURES,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
New Hampshire,Dartmouth College,COSC 021,DISC. MATH. COMPUTER SCIENCE,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
New Hampshire,New England College,MT 2110,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
New Jersey,Gloucester Co Coll,MAT 113,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
New Jersey,Ramapo College of New Jersey,SMTH 217,DISCRETE STRUCTURES,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
New Jersey,Raritan Vly Cmty Clg,MATH 255,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
New Jersey,Rowan University,MATH 03150,DISCRETE MATH,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
New Jersey,Stevens Inst of Technolgy,CS 135,DISCRETE MATHEMATICS,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
New Jersey,The Richard Stockton Col of NJ,"CSIS 2226
AND MATH 2225","FOUNDATIONS OF COMP SCI
AND DISCRETE MATHEMATICS",MATH 2800,INTRO TO DISCRETE STRUCTURES,4.0
New Jersey,The William Paterson Univ.,CS 260,DISCRETE STRUCTURE,MATH 2800,INTRO TO DISCRETE STRUCTURES,3.0
