School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,Univ. of Int'l Business & Econ,ENG 11,COLLEGE ENGLISH WRITING,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
California,Saint Mary's College,ENGL 005,COMPOSITION,COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
Connecticut,Quinnipiac University,EN 101,ELEMENTS OF COMPOSITION,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Florida,Tallahassee C C,ENC 1101,COLLEGE COMPOSITION,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Georgia,Spelman College,SENG 193,HONORS ENGLISH,COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
Kansas,Johnson County Cmty College,ENGL 121,COMPOSITION I,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Kansas,Johnson County Cmty College,ENGL 122,COMPOSITION II,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Maryland,Univ. of Maryland Univ.College,ENGL 101,INTRO TO WRITING,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Massachusetts,Boston University,WR 100,WRITING SEMINAR,COMM 1955,COMMUNIC INTENSIVE ELECTIVE,4.0
Massachusetts,Boston University,WR 100 D9,WRITING SEMINAR,COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
Massachusetts,Boston University,WR 150 MB,WRTING & RESEARCH SEM.,COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
Massachusetts,Middlesex C C Ma,ENG 101,ENGLISH COMPOSITION I,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Massachusetts,Quinsigamond C C,ENG 101,ENGLISH COMP & LITER I,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Massachusetts,Simons Rock Clg Bard,PS 101,FIRST YEAR SEMINAR II,COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
Massachusetts,Simons Rock Clg Bard,SS 251,SOPHOMORE SEMINAR,COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
Massachusetts,Simons Rock Clg Bard,"SS 251FL
AND SS 251","INFORMATION FLUENCY LAB
AND SOPHOMORE SEMINAR",COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
Massachusetts,Springfield Tech C C,ENGL 110,HONORS ENGLISH COMP,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Michigan,Univ Michigan Flint,ENGLISH 125,COLLEGE WRITING,COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
New Jersey,Raritan Vly Cmty Clg,ENGL 111,ENGLISH I,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
New York,Fulton-Montgomery Cc,EN 103,ENGLISH I,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
New York,Fulton-Montgomery Cc,EN 1031,ENGLISH I,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
New York,Fulton-Montgomery Cc,ENG 103,ENGLISH I,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
New York,Hamilton College,ENGL 138,"LITERATURE, ART, AND RELIGION",COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
New York,New York University,T01 1001,WRITING I,COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
New York,New York University,T01 2002,WRITING II,COMM 1955,COMMUNICATION-INTENSIVE ELECT,4.0
New York,Orange Co Cmty Coll,11 101,FRESHMAN ENGLISH 1,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
New York,SUNY Coll New Paltz,41160 43,FRESHMAN COMPOSITION I,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
New York,SUNY Coll New Paltz,41180 10,FRESHMAN COMP II SWW,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
New York,St John Fisher Coll,BIOL 199C,RESEARCH BASED WRITING,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
North Carolina,Centrl Piedmont C C,ENG 111,EXPOSITORY WRITING,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Pennsylvania,Lehigh University,ENGL 001,COMPOSITION & LITERATURE,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
Vermont,Lyndon St Coll,ENG 1051,COLLEGE WRITING,COMM 1955,COMMUNICATION-INTENSIVE ELECT,3.0
