School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Indiana,Earlham College,CHEM 331,EQUILIBRIUM AND ANALYSIS,CHEM 2110,EQUILIBRIUM CHEM AND QUANT ANL,3.0
New York,Cornell University,CHEM 300,QUANTITATIVE CHEMISTRY,CHEM 2110,EQUILIBRIUM CHEM AND QUANT ANL,3.0
New York,Pace U Plsntvl Brclf,CHE 221,ANALY. METHODS & TECHNIQUES,CHEM 2110,EQUILIBRIUM CHEM AND QUANT ANL,3.0
New York,Rochester Inst of Technology,"1008 265
AND 1008 261","QUANT ANALYSIS I LAB
AND QUANTITATIVE ANALYSIS I","CHEM 2120
AND CHEM 2110","EXPERIMENTAL CHEMISTRY I
AND EQUILIBRIUM CHEM AND QUANT ANL","2.0
AND 3.0"
New York,SUNY Albany,CHM 225,QUANTITATIVE ANALYSIS,CHEM 2110,EQUILIBRIUM CHEM AND QUANT ANL,3.0
New York,Siena College,CHEM 225,ANALYTICAL CHEMISTRY 1,CHEM 2110,EQUILIBRIUM CHEM AND QUANT ANL,3.0
New York,Utica Col Syracuse U,CHE 323,QUANTITATIVE ANALYSIS,"CHEM 2120
AND CHEM 2110","EXPERIMENTAL CHEMISTRY I
AND EQUILIBRIUM CHEM AND QUANT ANL","2.0
AND 3.0"
Pennsylvania,Villanova University,"CHM 3501
AND CHM 3511","INSTRUMENTAL ANALY LAB
AND INSTRUMENTAL ANALYSIS","CHEM 2110
AND CHEM 2120","EQUILIBRIUM CHEM AND QUANT ANL
AND EXPERIMENTAL CHEMISTRY I","3.0
AND 2.0"
TURKEY,Anadolu University,"CHEM 6
AND CHEM 10
AND CHEM 7","ANALYTICAL CHEMISTRY I
AND ANALYTICAL CHEMISTRY II
AND ANALY CHEMISTRY I-II LAB",CHEM 2110,EQUILIBRIUM CHEM AND QUANT ANL,3.0
Wisconsin,Beloit College,CHEM 220,"ENVIRON, ANALYT & GEOCHEM",CHEM 2110,EQUILIBRIUM CHEM AND QUANT ANL,4.0
