School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,McGill University,FACC 300,ENGINEERING ECONOMY,ENGR 4760,ENGINEERING ECONOMICS,3.0
CANADA,McGill University,MIME 310,ENGINEERING ECONOMY,ENGR 4760,ENGINEERING ECONOMICS,3.0
CANADA,McGill University,FACC 300,ENGINEERING ECONOMY,ENGR 4760,ENGINEERING ECONOMICS,3.0
CANADA,McGill University,MIME 310,ENGINEERING ECONOMY,ENGR 4760,ENGINEERING ECONOMICS,3.0
Connecticut,Quinnipiac University,ENR 210,ENGINEERING ECONOMICS,ENGR 4760,ENGINEERING ECONOMICS,3.0
DENMARK,Technical Univ. of Denmark,62618 62618,ECONOMICS FOR ENGINEERS,ENGR 4760,ENGINEERING ECONOMICS,3.0
New York,New York Inst Tech,IENG 240,ENGINEERING ECONOMICS,ENGR 4760,ENGINEERING ECONOMICS,3.0
New York,SUNY at Stony Brook,EST 392,ENGINEERING ECONOMICS,ENGR 4760,ENGINEERING ECONOMICS,3.0
Oklahoma,Oklahoma St Univ,IEM 3503,ENGINEERING ECONOMIC ANALY,ENGR 4760,ENGINEERING ECONOMICS,3.0
Puerto Rico,U. Politecnica de Puerto Rico,ENGI 4210,ENGINEERING ECONOMICS,ENGR 4760,ENGINEERING ECONOMICS,3.0
UNITED KINGDOM,University of Leeds,CIVE 3921,CONTRUCTION ECONOMICS,ENGR 4760,ENGINEERING ECONOMICS,3.0
UNITED KINGDOM,University of Leeds,TRAN 2030,PROJECT APPRAISAL,ENGR 4760,ENGINEERING ECONOMICS,3.0
Virginia,J Sargnt Reynolds Cc,EGR 206,ENGINEERING ECONOMY,ENGR 4760,ENGINEERING ECO,3.0
