School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Alabama,Troy University,LAW 2221,LEGAL ENVIRONMENT OF BUSINESS,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
California,College of San Mateo,BUS 201,BUSINESS LAW,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
California,Glendale Cmty Coll,BUSAD 120,BUSINESS LAW I,MGMT 1260,EXTERNAL ENVIRON OF BUS,3.0
California,Napa Valley College,BUSI 103,LEGAL ENVION BUSI,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
California,Univ of California Los Angeles,MGMT 108,BUSINESS LAW,MGMT 1260,BUSINESS LAW AND ETHICS,4.0
Connecticut,Univ of Connecticut,BLAW 3175,LEGAL & ETHICAL ENVIRON BUSINE,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
Iowa,Hawkeye Cmty Coll,BUS 180,BUSINESS ETHICS,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
Louisiana,Tulane University,"GMGT 414
AND PERS 321","BUSINESS ETHICS
AND MANAGERIAL PERSPECTIVES","MGMT 1260
AND MGMT 1000","EXTERNAL ENVIRON OF BUS
AND MANAGEMENT ELECTIVE","3.0
AND 3.0"
Maryland,Carroll Cmty College,BUAD 201,BUSINESS ETHICS,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
Massachusetts,Babson College,LAW 1003,FOUND. OF BUSINESS LAW,MGMT 1260,EXTERNAL ENVIRON OF BUS,4.0
Massachusetts,Bentley University,GB 103,LEGAL ENVIRON. OF BUSINESS,MGMT 1260,EXTERNAL ENVIRON OF BUS,2.0
Massachusetts,Bentley University,GB 110,LEGAL & ETHICAL ENVIRON OF BUS,MGMT 1260,EXTERNAL ENVIRON OF BUS,3.0
Massachusetts,Suffolk University,BLE 215L,BUSINESS ETHICS AND LAW,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
Massachusetts,Univ Mass at Amherst,MANAGMNT 260,INTRODCUTION TO LAW,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
Massachusetts,Westfield State University,MGMT 0241,BUSINESS LAW,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
Michigan,Schoolcraft College,BUS 207,BUSINESS LAW I,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
Michigan,Washtenaw Cmty Coll,BMG 111,BUSINESS LAW I,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
New Jersey,Kean Coll N J,BLAW 2051,BUSINESS LAW I,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
New York,Adirondack Cmty Coll,"BUS 202
AND BUS 201","BUSINESS LAW II
AND BUSINESS LAW I",MGMT 1260,EXTERNAL ENVIRON OF BUS,4.0
New York,Baruch College,LAW 1101,FUND OF BUSINESS LAW,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
New York,Bronx Cmty Coll,LAW 41,BUSINESS LAW,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
New York,Broome Cmty Coll,BUS 120,BUSINESS LAW II,MGMT 1260,EXTERNAL ENVIRON OF BUS,3.0
New York,Clarkson University,"LP 243
AND LW 270","BUSINESS ETHICS
AND LAW AND SOCIETY I","MGMT 1260
AND MGMT 1000","EXTERNAL ENVIRON OF BUS
AND MANAGEMENT ELECTIVE","3.0
AND 3.0"
New York,Columbia-Greene C C,BU 108,BUS LAW 2,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
New York,Excelsior College,BUS 323,BUSINESS ETHICS,MGMT 1260,EXTERNAL ENVIRON OF BUS,3.0
New York,Fulton-Montgomery Cc,BUS 207,BUSINESS LAW I,MGMT 1260,EXTERNAL ENVIRON OF BUS,3.0
New York,Hudson Vly Cmty Coll,"BADM 111
AND BADM 110","LEGAL & ETHICAL ENV. OF BUS II
AND LEGAL & ETHICAL ENV. OF BUS I","MGMT 1000
AND MGMT 1260","MANAGEMENT ELECTIVE
AND EXTERNAL ENVIRON OF BUS","3.0
AND 3.0"
New York,Jefferson Cmty C Ny,BUS 211,BUSINESS LAW I,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
New York,Long Island University Post,LAW 13,LEGAL ENVIRONMENT OF BUSINESS,MGMT 1260,BUSINESS LAW AND ETHICS,3.0
New York,Manhattan College,"LAW 304
AND LAW 203","BUSINESS LAW II
AND BUSINESS LAW I","MGMT 1000
AND MGMT 1260","MANAGEMENT ELECTIVE
AND EXTERNAL ENVIRON OF BUS","3.0
AND 3.0"
