School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,Central Univ. Finance & Econ.,PHIL 1,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
California,American River Coll,PHIL 320,LOGIC & CRITICAL REASONING,PHIL 2140,INTRODUCTION TO LOGIC,3.0
California,Irvine Valley Coll,PHIL 3,INTRO TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
California,Univ Calif Davis,"PHILOS 135
AND PHILOS 012","ALTERNATIVE LOGIC
AND INTRO TO SYMBOL LOGIC","PHIL 1000
AND PHIL 2140","PHILOSOPHY ELECTIVE
AND INTRODUCTION TO LOGIC","4.0
AND 4.0"
California,Woodbury University,MA 230,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
District of Columbia,Univ Dist Columbia,1167 105,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Florida,Santa Fe Cmty Coll,PHI 1100,INFORMAL LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Illinois,Southern Illinois U,PHIL 105,ELEMENTARY LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Kentucky,Western Kentucky Uni,PHIL 215,ELEMENTARY LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Maryland,Anne Arundel C C,PHL 141,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Maryland,Stevenson University,PHIL 104,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Massachusetts,Boston Coll,PL 264,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Massachusetts,Cape Cod Cmty Coll,PHI 131,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Massachusetts,Northeastern University,PHY 1200,INTRO. LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
Massachusetts,Suffolk University,PHIL 212A,FORMAL LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
Massachusetts,Wellesley College,PHIL 216,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
Massachusetts,Wheaton Coll Ma,PHIL 125,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
New Jersey,Bergen Cmty Coll,PHR 103,BASIC LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New Jersey,Seton Hall Univ,PHIL 1104,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New Jersey,Seton Hall Univ,PLTL 1242,PHILOSOPHICAL LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New York,Adirondack Cmty Coll,PHI 203,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New York,Baruch College,PHI 1600,LOGIC & MORAL REASON,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New York,Cayuga Co Cmty Coll,PHIL 101,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New York,Onondaga Cmty Coll,PHI 107,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New York,Rochester Inst of Technology,PHL 110,INTRODUCTORY LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
New York,SUNY Albany,PHI 210,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New York,SUNY Geneseo,PHIL 111,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New York,Syracuse University,PHI 251,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New York,Ulster Co Cmty Coll,PHI 203,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
New York,Union College NY,PHL 125,LOGIC & CRITICAL THINKING,PHIL 2140,INTRODUCTION TO LOGIC,3.0
North Carolina,North Carolina St U,LOG 201,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Pennsylvania,Bucknell Univ,PHIL 103,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
Pennsylvania,Swarthmore College,PHIL 012,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
Puerto Rico,Univ Puerto Rico Maya,FILO 3157,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Puerto Rico,Univ Sagrado Corazon,FIL 101,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Rhode Island,Providence College,PHL 101,LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Texas,Univ Texas Austin,PHL 312,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Washington,Shoreline Cmty Coll,PHIL 120,INTRO TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
Washington,South Puget Sound Cc,PHIL 106,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
Washington,South Seattle College,PHIL 106,INTRO TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,4.0
Washington,Western Washington University,PHIL 102,INTRODUCTION TO LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
Wisconsin,Univ Wisc Milw,PHILOS 211,ELEMENTARY LOGIC,PHIL 2140,INTRODUCTION TO LOGIC,3.0
