School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
California,Thomas Aquinas Coll,"MUSIC I B
AND MUSIC I A","MUSIC I: THEORIES TUNING/TONAL
AND MUSIC I: THEORIES TUNING/TONAL",ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,4.0
Maryland,U. of  Maryland College Park,MUSC 140,MUSC FUNDAMENTALS I,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
Massachusetts,Boston Coll,MUSA 1100,FUND/MUSIC THEORY I,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
New York,Borough Manhattn C C,MUS 105,BASIC MUSIC,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
New York,College of Saint Rose,MUS 102,MUSIC THEORY II,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
New York,Juilliard School,"ETMUS 112
AND ETMUS 111","EAR TRAINING I
AND EAR TRAINING I",ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,4.0
New York,SUNY Coll Fredonia,MUS 115,MUSIC APPRECIATION,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
New York,SUNY Coll New Paltz,MUS 109,INTRO TO MUSIC,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
New York,SUNY at Stony Brook,MUS 101,INTRODUCTION TO MUSIC,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
New York,Schenectady Co C C,MUS 121,ENJOYMENT MUSIC I,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
New York,University of Rochester,MUR 110,INTRO TO MUSIC THEORY,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,4.0
New York,Utica Col Syracuse U,MUS 115,INTRODUCTION TO MUSIC,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
New York,Wagner College,MU 101,FOUNDATIONS OF MUSIC THEORY,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,4.0
Pennsylvania,Temple University,MUST 1761,INTRO TO MUSIC,ARTS 1380,FUNDAMENTALS OF MUSIC & SOUND,3.0
Washington,Edmonds Cmty Coll,MUSC 101,MUSIC FUNDAMENTALS I,ARTS 1380,FUNDAMENTALS OF MUSICIANSHIP,4.0
