School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Georgia,Morehouse College,HPSY 250,MIND & BRAIN,COGS 4330,INTRO TO COG NEUROSCIENCE,3.0
New York,Eugene Lang College,NPSY 3140,INTRO NEUROPSYCHOLOGY,COGS 4330,INTRO TO COG NEUROSCIENCE,3.0
