School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,McGill University,ECSE 221,INTRO TO COM PUTER ENGINEERING,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
CANADA,McGill University,ECSE 221,INTRO TO COM PUTER ENGINEERING,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
CHINA,Beijing Forestry University,CSCI 07,PRINC OF COMPUTER COMPOS A,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
CHINA,Dalian Univ. of Tech.,"DU 102405
AND DU 102404","COMPUTER DEVICE & STRUCTURE
AND SYSTEM COMPOSITION & STRUCTURE",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
CHINA,Guangdong University of Tech.,"ELEC 5
AND ELEC 6","DIGITAL ELECTRONIC TECH EXP
AND DIGITAL ELECTRONIC TECHNOLOGY",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
CHINA,Univ. Elec Sci & Tech of China,ENGR 15,APPL & DES. OF DIGITAL LOGIC,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
Delaware,Delaware Tec Cc Stan,CDA 3201C,INTRO TO LOGIC DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
Florida,Florida Atlantic Unv,CDA 3201C,INTRO TO LOGIC DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
Florida,University of Miami,EEN 304,LOGIC DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
Kansas,Labette Cmty College,INDU 169,DIGITAL LOGIC CIRCUITS LAB,ECSE 2610,COMPUTER COMPONENT & OPERATION,2.0
Maryland,Montgomery Coll Rckvlle,EE 244,DIGITAL LOGIC DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
Massachusetts,Bunker Hill Cmty Col,ENR 275,DIGITAL LOGIC SYSTEMS/LAB,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
Massachusetts,Northeastern University,"ECE U323
AND ECE U322","LAB ECEU322
AND DIGITAL DES",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
Massachusetts,Univ Mass Lowell,16 265,LOGIC DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
New Hampshire,Univ New Hampshire,ECE 562,COMPUTER ORGANIZATION,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New Jersey,Essex Co College,ELC 218,PULSE AND DIGITAL CIRCUITS,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
New Jersey,NJ Inst of Technology,ECE 251,DIGITAL DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
New York,Adirondack Cmty Coll,"EGR 223
AND EGR 183","MICROPROCESSOR ARCHITECTURE
AND DIGITAL LOGIC DESIGN",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,Adirondack Cmty Coll,"EGR 223
AND EGR 183","MICROPROCESSOR ARCHITECTURE
AND DIGITAL LOGIC DESIGN",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,Cornell University,ECE 2300,INTRO TO DIG LOGIC DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,Dutchess Cmty Coll,ENR 220,DIGITAL CIRCUIT DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
New York,Excelsior College,ELEC 301,DIGITAL ELECTRONICS,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,New York Inst Tech,EENG 130,INTO COMP HDWRE,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
New York,Onondaga Cmty Coll,ENS 201,DIGITAL LOGIC DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,Polytechnic Inst. of NY Univ.,CS 2204,DIG LOGIC & STAE MACH DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,Rochester Inst of Technology,0306 341,INTRO DIGITAL SYSTEM C.E.,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,Rochester Inst of Technology,0618 438,DIGITAL SYSTEMS DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,Rochester Inst of Technology,EEEE 120,DIGITAL SYSTEMS I,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
New York,SUNY Binghamton,EECE 251,DIGITAL LOGIC DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,SUNY Buffalo,CSE 241,DIGITAL SYSTEMS,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,SUNY Buffalo,CSE 241R,DIGITAL SYSTEMS,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,SUNY Inst. of Tech Utica/Rome,"ECE 252
AND ECE 251","COMPUTER ORG/MICROPROC
AND DIGITAL LOGIC DESIGN",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,Schenectady Co C C,ELT 121,CIRCUITS DIG SYS 2,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
New York,The City College of New York,EE 21000,SWITCHING SYSTEMS,ECSE 2610,COMPUTER COMPONENT & OPERATION,3.0
New York,US Military Academy,EE 360,DIGITAL COMPUTER LOGIC,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
Ohio,Sinclair Cmty Coll,"EET 252
AND EET 231
AND EET 251","DIGITAL SYSTEMS II
AND DIGITAL LOGIC
AND DIGITAL SYSTEMS I",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
ROMANIA,Technical Univ. of Chui-Napoca,"YEAR IV 1
AND YEAR III 6","MICROPROCESSORS SYSTEMS
AND MICROPROCESSORS SYSTEMS I",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
Rhode Island,University of Rhode Island,"ELE 202
AND ELE 201","DIGITAL CIRCUIT DESIGN LAB I
AND DIGITAL CIRCUIT DESIGN I",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
Virginia,J Sargnt Reynolds Cc,"EGR 255
AND EGR 251","ELECTRIC CIRCUITS LABORATORY
AND BASIC ELECTRIC CIRCUITS I",ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
Virginia,Northern Virginia CC Annandale,EGR 265,DIG ELEC/ LOGIC DESIGN,ECSE 2610,COMPUTER COMPONENT & OPERATION,4.0
