School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Alabama,Auburn University,PHYS 1610,ENGINEERING PHYSICS II,PHYS 1200,PHYSICS II,4.0
Alabama,Univ Alabama Tuscaloosa,PH 126,HON GEN PHYSICS W/CALC-W/LAB,PHYS 1200,PHYSICS II,4.0
Alabama,Univ Of Montevallo,PHYS 242,UNIVERSITY PHYSICS II,PHYS 1200,PHYSICS II,4.0
Alaska,Univ. of Alaska Anchorage,"PHYS A212L
AND PHYS A212","GENERAL PHYSICS II LAB
AND GENERAL PHYSICS II",PHYS 1200,PHYSICS II,4.0
Arizona,Arizona State Univ,"PHY 131
AND PHY 132","UNIV PHYS II: ELCTRC/MAGNET
AND UNIVERSITY PHYSICS LAB II",PHYS 1200,PHYSICS II,4.0
Arizona,Embry-Riddle Aero U,"PS 253
AND PS 161
AND PS 250","PHYSICS LAB FOR ENGINEERS
AND PHYSICS I & II FOR ENGINEERS
AND PHYSICS FOR ENGINEERS III","PHYS 1200
AND PHYS 1000","PHYSICS II
AND PHYSICS ELECTIVE","4.0
AND 4.0"
Arizona,Northern Arizona Univ,PHY 262,UNIVERSITY PHYSICS II,PHYS 1200,PHYSICS II,4.0
Arizona,Yavapai College,PHY 151,PHYS FOR SCIENTISTS & ENGR II,PHYS 1200,PHYSICS II,4.0
Arkansas,Univ. of Arkansas Fayetteville,PHYS 2074,UNIVERSITY PHYSICS II,PHYS 1200,PHYSICS II,4.0
BANGLADESH,American Int'l Univ.Bangledesh,"PHY 1204
AND PHY 1203","PHYSICS 2 LAB
AND PHYSICS 2",PHYS 1200,PHYSICS II,4.0
BANGLADESH,American Int'l Univ.Bangledesh,"PHY 1206
AND PHY 1202","PHYSICS 2 LAB
AND PHYSICS 2",PHYS 1200,PHYSICS II,4.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 27,PHYSICS,PHYS 1200,PHYSICS II,4.0
BRAZIL,Escola de Engenharia,PHYS 3,PHYSICS III,PHYS 1200,PHYSICS II,4.0
BRAZIL,Universidade Fed. de Pernam.,"FI 007
AND FI 108
AND FI 109
AND FI 122","GENERAL PHYSICS 2
AND GENERAL PHYSICS 3
AND GENERAL PHYSICS 4
AND EXPERIMENTAL PHYSICS 2",PHYS 1200,PHYSICS II,4.0
BRAZIL,Universidade de Fortaleza,"N 225
AND N 228
AND N 292
AND N 293","EXPERIMENTAL PHYSICS II
AND EXPERIMENTAL PHYSICS III
AND PHYSICS II
AND PHYSICS III",PHYS 1200,PHYSICS II,4.0
CANADA,McGill University,PHYS 142,ELECTROMAGNETISM & OPTICS,PHYS 1200,PHYSICS II,4.0
CANADA,McGill University,PHYSICS 198-142B,ELECTROMAGNETISM & OPTICS,PHYS 1200,PHYSICS II,4.0
CANADA,McGill University,PHYS 142,ELECTROMAGNETISM & OPTICS,PHYS 1200,PHYSICS II,4.0
CANADA,McGill University,PHYSICS 198-142B,ELECTROMAGNETISM & OPTICS,PHYS 1200,PHYSICS II,4.0
CHINA,China Agricultural University,"CAU 10110040
AND CAU 10110550
AND PHYS 1","COLLEGE PHYSICS C-2
AND COLLEGE PHYSICS EXPERIMENT B
AND COLLEGE PHYSICS C-1","PHYS 1200
AND PHYS 1100","PHYSICS II
AND PHYSICS I","3.0
AND 4.0"
CHINA,China Agricultural University,"CAU 11310014
AND CAU 11310011","COLLEGE PHYSICS EXP B
AND COLLEGE PHYSICS C-I",PHYS 1200,PHYSICS II,3.0
CHINA,China Agricultural University,"PHYS 2
AND PHYS 3","COLLEGE PHYSICS EXPER A
AND COLLEGE PHYSICS B-2",PHYS 1200,PHYSICS II,4.0
CHINA,Chongqing Univ Posts & Telecom,"PHYS 4
AND PHYS 3","COLLEGE PHYSICS II
AND EXPERIEMENTS IN COLL PHYSICS",PHYS 1200,PHYSICS II,4.0
CHINA,Chongqing Univ. of Technology,"PHYS 5
AND PHYS 3","COLLEGE PHYSICS II B
AND EXPERIMENTS IN COLLEGE PHYSICS",PHYS 1200,PHYSICS II,4.0
CHINA,Dalian Univ. of Tech.,PHYS 4,EXPERIMENT OF UNIV PHYSICS,PHYS 1200,PHYSICS II,4.0
CHINA,Donghua University,"012 162
AND 012 152","EXP FOR UNIVERSITY PHYSICS (2)
AND UNIVERSITY PHYSICS A (2)",PHYS 1200,PHYSICS II,4.0
CHINA,East China Univ. of Sci & Tech,PHYS 04,UNIVERSITY PHYSICS A (II),PHYS 1200,PHYSICS II,4.0
CHINA,Guangdong University of Tech.,PHYS 2,UNIVERSITY PHYSICS,"PHYS 1200
AND PHYS 1100","PHYSICS II
AND PHYSICS I","4.0
AND 4.0"
CHINA,Guilin Univ. of Technology,"PHYS 3
AND PHYS 4","COLLEGE PHYSICS 2
AND PHYSICAL EXPERIMENTS II",PHYS 1200,PHYSICS II,4.0
CHINA,Nanjing Univ. of Sci. & Tech.,"PHYS 4
AND PHYS 3","COLLEGE PHYSICS II
AND COLLEGE PHYSICS II",PHYS 1200,PHYSICS II,4.0
CHINA,Nankai University,"PHYS 2
AND PHYS 3
AND PHYS 4","BASIC PHYSICS EXPERIMENT
AND COLLEGE PHYSICS 201
AND COLLEGE PHYSICS 2-2","PHYS 1200
AND PHYS 1100","PHYSICS II
AND PHYSICS I","4.0
AND 4.0"
CHINA,Ocean University of China,"PHYS 04
AND PHYS 03","COLLEGE PHYSICS EXPERIMENT 2
AND COLLEGE PHYSICS II 2",PHYS 1200,PHYSICS II,4.0
CHINA,Shanghai Univ. of Eng.Science,PHYS 2,PHYSICS,PHYS 1200,PHYSICS II,4.0
CHINA,Southeast Univ. of China,"PHYS 3
AND PHYS 4","COLLEGE PHYSICS (B1) II
AND PHYSICS EXPERIMENTS II",PHYS 1200,PHYSICS II,4.0
CHINA,Southwest Jiaotong University,"PHYS 3
AND PHYS 4","UNIVERSITY PHYSICS M II
AND UNIV PHYSICS EXPERIMENTS M II",PHYS 1200,PHYSICS II,4.0
CHINA,Univ. Elec Sci & Tech of China,PHYS 5,PHYSICS II,PHYS 1200,PHYSICS II,4.0
CHINA,Univ. Elec Sci & Tech of China,"PHYS 5
AND PHYS 3","PHYSICS II
AND PHYSICAL EXPERIMENTS 1",PHYS 1200,PHYSICS II,4.0
CHINA,Univ. Elec Sci & Tech of China,"PHYS 5
AND ENGR 9
AND PHYS 4","OPTICS AND ATOMIC PHYSICS
AND ELECTROMAGNETIC
AND COLLEGE PHYSICS EXPERIMENT II",PHYS 1200,PHYSICS II,4.0
CHINA,Wuhan University,"PHYS 2
AND PHYS 4","COLLEGE PHYSICS B 2
AND LAB OF PHYSICS B 2",PHYS 1200,PHYSICS II,4.0
CHINA,Yangzhou University,PHYS 1,COLLEGE PHYSICS IV,PHYS 1200,PHYSICS II,4.0
California,American River Coll,PHYS 421,ELECTRICITY AND MAGNETISM,PHYS 1200,PHYSICS II,4.0
California,Bakersfield Coll,PHYS B4B,"HEAT, ELECTRICITY, MAGNETISM",PHYS 1200,PHYSICS II,4.0
California,Cabrillo Coll,PHYS 4B,PHYS SCIENTS/ENGNRS,PHYS 1200,PHYSICS II,4.0
California,Calif Institute Tech,"PH 003
AND PH 001A
AND PH 001B
AND PH 001C
AND PH 002A
AND PH 002B","PHYSICS LABORATORY
AND CLASS MECHANICS & ELECTROMAG
AND CLASS MECHANICS & ELECTROMAG
AND CLASS MECHANICS & ELECTROMAG
AND WAVES, QUAN MECH, STAT PHYSICS
AND STAT PHYS, WAVE & QUAN MECH","PHYS 2000
AND PHYS 2110
AND PHYS 1200
AND PHYS 1100","PHYSICS ELECTIVE
AND MODERN PHYSICS
AND PHYSICS II
AND PHYSICS I","4.0
AND 4.0
AND 4.0
AND 4.0"
California,Calif St U Long Bch,PHYS 152,ELECTRICITY AND MAGNETISM,PHYS 1200,PHYSICS II,4.0
California,Calif St Univ Dom Hl,"PHY 132
AND PHY 130","GENERAL PHYSICS II
AND GENERAL PHYSICS I","PHYS 1200
AND PHYS 1100","PHYSICS II
AND PHYSICS I","4.0
AND 4.0"
California,Citrus Coll,PHYS 202,PHYSICS: ELECTROMAGNETISM,PHYS 1200,PHYSICS II,4.0
