School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,ARTS 1480,INTRODUCTORY FRENCH A,LANG 1110,FRENCH I,4.0
CHINA,Xiamen University,FREN 1,FRENCH,LANG 1110,FRENCH I,3.0
California,Mira Costa College,FREN 101,ELEM FRENCH 1ST SEMESTER,LANG 1110,FRENCH I,4.0
Colorado,Colorado College,FREN 101,ELEMENTARY FRENCH,LANG 1110,FRENCH I,4.0
Georgia,Georgia Perimeter College,FREN 1001,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,3.0
Georgia,Spelman College,SFLF 101,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,4.0
Hawaii,Univ Hawaii At Manoa,FR 101,ELEMENTARY FRENCH,LANG 1110,FRENCH I,3.0
Louisiana,Tulane University,FREN 101,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,4.0
Maryland,Commun Coll of Baltimore Cnty,FLFR 101,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,3.0
Massachusetts,Boston Coll,RL 109,INTERMEDIATE FRENCH I,LANG 1110,FRENCH I,4.0
Massachusetts,North Shore C C,FRE 101,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,3.0
New York,Alfred University,FREN 101,FRENCH I,LANG 1110,FRENCH I,4.0
New York,Fashion Institute of Tech.,FR 111,FRENCH I,LANG 1110,FRENCH I,4.0
New York,Fulton-Montgomery Cc,FL 141,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,3.0
New York,Fulton-Montgomery Cc,FRE 101,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,3.0
New York,Hartwick College,FREN 101,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,3.0
New York,Hunter College,FREN 10100,ELEMENTARY FRENCH 1,LANG 1110,FRENCH I,3.0
New York,Jamestown Cmty Coll,FRE 1510,INTRODUCTORY FRENCH I,LANG 1110,FRENCH I,4.0
New York,Le Moyne College,FRN 101,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,3.0
New York,Monroe Cmty College,FRE 103,INTERMEDIATE FRENCH I,LANG 1110,FRENCH I,3.0
New York,Nassau Cmty College,FRE 101,BEGINNING FRENCH I,LANG 1110,FRENCH I,3.0
New York,Russell Sage College,FRE 101,INTRO TO FRENCH,LANG 1110,FRENCH I,3.0
New York,SUNY Clg Ag Tech Cob,FREN 101,BEGINNING FRENCH I,LANG 1110,FRENCH I,3.0
New York,SUNY Coll Cortland,FRE 101,BEGINNING FRENCH I,LANG 1110,FRENCH I,4.0
New York,SUNY Inst. of Tech Utica/Rome,FRE 101,ELEMENTARY FRENCH,LANG 1110,FRENCH I,4.0
New York,SUNY Oneonta,FREN 101,INTRO TO FRENCH I,LANG 1110,FRENCH I,3.0
New York,SUNY Plattsburgh,FRE 111,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,3.0
New York,Westchester Cmty Col,FREN 101,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,4.0
Ohio,Miami Univ Oxford,FRE 101,ELEMENTARY FRENCH,LANG 1110,FRENCH I,4.0
Pennsylvania,Duquesne University,MLFR 101,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,3.0
Wisconsin,Marquette University-Law Sch.,FREN 1001,ELEMENTARY FRENCH I,LANG 1110,FRENCH I,4.0
