School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,PSYC 1011,PSYCHOLOGY 1B,PSYC 1200,GENERAL PSYCHOLOGY,4.0
Alaska,Univ. of Alaska Anchorage,PSY A111,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Arizona,Arizona State University Tempe,PSY 101,INTRODUCTION TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Arizona,Maricopa Comm Coll,PSY 101,INTRODUCTION TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Arizona,Northern Arizona Univ,PSY 101,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Arizona,Yavapai College,PSY 101,INTORDUCTORY PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 40,INTRO TO PSYCH. AND EDUCATION,PSYC 1200,GENERAL PSYCHOLOGY,4.0
CANADA,Carleton University,PSYC 1001,INTRO TO PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
CANADA,Carleton University,PSYC 1001,INTRO TO PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
CANADA,Fairleigh Dickinson University,PSYC 1101,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
CANADA,Fairleigh Dickinson University,PSYC 1101,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
CANADA,McGill University,PSYC 100,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
CANADA,McGill University,PSYC 100,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
CANADA,University of Manitoba,PSYC 1200,INTRODUCTION TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
CANADA,University of Manitoba,PSYC 1200,INTRODUCTION TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
CHINA,Chinese Univ. of Hong Kong,PSYC 1000,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
CHINA,Straits Inst. of Minjiang Univ,PSYC 01,GENERAL PSYCHOLOGY,PSYC 1200,INTRO TO PSYCHOLOGICAL SCIENCE,3.0
CHINA,Univ. of Int'l Business & Econ,PSY 110,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,4.0
California,American River Coll,PSYC 300,GENERAL PRINCIPLES,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Butte College,PSY 1,PRINCIPLES OF PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,City Coll San Frnsco,PSYC 1,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Claremont Mckenna,PSYC 030,INTRO TO PYSCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,4.0
California,Coastline Cmty Coll,PSYC C100,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Coll Redwoods,PSYCH I,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Colleg of the  Canyons,PSYCH 101,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,College of San Mateo,PSYC 100,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Cuesta Cmty College,PSYC 201,INTRO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,De Anza College,PSYC 001,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,4.0
California,East Los Angeles Col,PSYCH 001,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Foothill Coll,PSYC 001,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,4.0
California,Fresno City College,PSY 2,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Golden West Coll,PSYC G100,INTRODUCTION TO PSYCHOLOGY,PSYC 1200,INTRO TO PSYCHOLOGICAL SCIENCE,3.0
California,Irvine Valley Coll,PSYC 1,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Irvine Valley Coll,PSYC 1H,INTRO TO PSYCH HONORS,PSYC 1200,INTRO TO PSYCHOLOGICAL SCIENCE,3.0
California,Los Angeles City Col,PSYC 001,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Los Angeles Pierce C,PSYCH 001,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Marymount College Ca,PSY 150,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Moorpark College,PSY M01,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Mount San Antonio C,PSYC 14,DEVELOPMENT PSYCHOLOGY,PSYC 1200,INTRO TO PSYCHOLOGICAL SCIENCE,3.0
California,Napa Valley College,PSYC 120,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,National University,PSY 202,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,4.0
California,Pasadena City Coll,PSYC 001,INTRODUCTORY PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Pasadena City Coll,PSYC 1200,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Saddleback College,PSYC 1,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,San Jose City Coll,PSYCH 010,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Santa Barbara City C,PSY 100,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Santa Rosa Jr Coll,PSYCH 1A,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Univ Calif Berkeley,PSYCH 101,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
California,Yuba College,PSYCH 1A,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Colorado,Arapahoe Cmty Coll,PSY 101,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Colorado,Colorado College,PSYC 100,INTRODUCTION TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,4.0
Colorado,Front Range Cmty Co,PSY 111,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Colorado,Mesa State College,PSYC 150,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Connecticut,Asnuntuck Community College,PSY 111,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Connecticut,Fairfield University,PY 0101,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Connecticut,Gateway Cmty-Tech Cl,PSY I111,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Connecticut,Housatonic Community College,PSY E111,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Connecticut,Housatonic Community College,PY E101,INTRO TO PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Connecticut,Naugatuck Valley CC,PSY H111,GENERAL PSYCHOLOGY I,PSYC 1200,GENERAL PSYCHOLOGY,3.0
Connecticut,Northwestern Connecticut CC,PSY 111,GENERAL PSYCHOLOGY,PSYC 1200,GENERAL PSYCHOLOGY,3.0
