School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Connecticut,Sacred Heart Univ,MU 102,HISTORY OF JAZZ,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,3.0
Massachusetts,Northeastern University,MUSC 1112,JAZZ,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,4.0
New York,Hudson Vly Cmty Coll,MUSC 105,THE HISTORY OF JAZZ,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,3.0
New York,Rockland Cmty Coll,MUS 208,HISTORY OF JAZZ,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,3.0
New York,SUNY Coll New Paltz,MUS 160,HISTORY OF JAZZ,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,3.0
New York,St Bonaventure Univ,MU 313,HISTROY OF JAZZ,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,3.0
New York,The City College of New York,MUS 14500,INTRODUCTION TO JAZZ,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,3.0
Pennsylvania,West Chester Univ Pa,MHL 125,PERSPECTIVES JAZZ,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,3.0
South Carolina,Univ South Carolina,MUSC 140,JAZZ & AMER POPULAR MUSIC,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,3.0
Washington,North Seattle College,MUSC 204,HISTORY OF JAZZ,IHSS 1080,HISTORY OF JAZZ & IMPROV MUSIC,4.0
