School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arizona,University of Arizona,GEOS 170A1,EARTH: FROM BIRTH TO DEATH,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,3.0
CHINA,Chang'an University,SCI 01,INTRO TO EARTH SCIENCE,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,3.0
California,Orange Coast College,GEOL A105,GENERAL GEOLOGY,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,3.0
Maryland,U. of  Maryland College Park,"GEOL 110
AND GEOL 120","PHYS GEOL LAB
AND ENVIRONMENTAL GEOLOGY","ERTH 1150
AND ERTH 1100","GEOLOGY I: LAB
AND GEOLOGY I: EARTH'S INTERIOR","1.0
AND 3.0"
New Jersey,Montclair State Univ,EAES 105,PHYSICAL GEOLOGY,"ERTH 1150
AND ERTH 1100","GEOLOGY I: LAB
AND GEOLOGY I: EARTH'S INTERIOR","1.0
AND 3.0"
New York,Adirondack Cmty Coll,GEO 101,PHYSICAL GEOLOGY,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,4.0
New York,Columbia-Greene C C,GE 101,PHYS GEOLOGY W/LAB,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,4.0
New York,Dutchess Cmty Coll,GLG 121,PHYSICAL GEOLOGY,"ERTH 1150
AND ERTH 1100","GEOLOGY I: LAB
AND GEOLOGY I: EARTH'S INTERIOR","1.0
AND 3.0"
New York,Dutchess Cmty Coll,PHS 102,EARTH SCIENCE,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,4.0
New York,Herkimer Co Cmty Col,SC 161,PHYSICAL GEOLOGY,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,4.0
New York,Hudson Vly Cmty Coll,PHYS 145,INTRODUCTORY GEOLOGY,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,4.0
New York,SUNY Oneonta,ESCI 100,INTRO TO THE EARTH,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,3.0
New York,SUNY Oneonta,GEOL 120,INTRODUCTION TO GEOLOGY,"ERTH 1150
AND ERTH 1100","GEOLOGY I: LAB
AND GEOLOGY I: EARTH'S INTERIOR","1.0
AND 3.0"
New York,Suffolk Co Cc Ammrmn,ESC 101,INTRODUCTION TO GEOLOGY,"ERTH 1150
AND ERTH 1100","GEOLOGY I: LAB
AND GEOLOGY I: EARTH'S INTERIOR","1.0
AND 3.0"
New York,Utica Col Syracuse U,"GOL 226
AND GOL 225","HISTORICAL GEOLOGY
AND PHYSICAL GEOLOGY","ERTH 1250
AND ERTH 1200
AND ERTH 1150
AND ERTH 1100","GEOLOGY II: LAB
AND GEOL II: EARTH'S SURFACE
AND GEOLOGY I: LAB
AND GEOLOGY I: EARTH'S INTERIOR","1.0
AND 3.0
AND 1.0
AND 3.0"
Ohio,Miami Univ Oxford,"GLG 115L
AND GLG 111","UNDERSTANDING THE EARTH
AND THE DYNAMIC EARTH","ERTH 1150
AND ERTH 1100","GEOLOGY I: LAB
AND GEOLOGY I: EARTH'S INTERIOR","1.0
AND 3.0"
Ohio,Univ of Cincinnati,GEOL 1003,PHYSICAL GEOLOGY,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,3.0
Pennsylvania,Montgomery Co C C,GLG 151,PHYSICAL GEOLOGY,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,3.0
Pennsylvania,Temple University,EES 2001,PHYSICAL GEOLOGY,"ERTH 1150
AND ERTH 1100","GEOLOGY I: LAB
AND GEOLOGY I: EARTH'S INTERIOR","1.0
AND 3.0"
Texas,Lamar University,GEOL 1403,GEOLOGY I: PHYS GEOLOGY,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,4.0
Texas,North Harris Montgomery CC,GEOL 1403,PHYSICAL GEOLOGY,ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,4.0
Texas,Univ Texas Austin,GEO 303,INTRODUCTION TO GEOLOGY,"ERTH 1150
AND ERTH 1100","GEOLOGY I: LAB
AND GEOLOGY I: EARTH'S INTERIOR","1.0
AND 2.0"
Virginia,Virginia Tech,"GEOL 1104
AND GEOL 1004","PHYSICAL GEOLOGY LAB
AND PHYSICAL GEOLOGY",ERTH 1100,GEOLOGY I: EARTH'S INTERIOR,4.0
