School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Connecticut,Naugatuck Valley CC,CHI H102,ELEMENTARY CHINESE II,LANG 1420,CHINESE II,3.0
Connecticut,Southern Conn St Univ,CHI 101,CHINESE II,LANG 1420,CHINESE II,3.0
Indiana,Indiana-Purdue Univ,EALC-C 118,BASIC CHINESE II,LANG 1420,CHINESE II,3.0
Massachusetts,Brandeis Univ,CHIN 20B,CONTINUING CHINESE,LANG 1420,CHINESE II,4.0
Massachusetts,Wellesley College,CHIN 103,ADV BEGINNING CHINESE I,LANG 1420,CHINESE II,4.0
New Jersey,Bergen Cmty Coll,LAN 276,CHINESE (MANDARIN) II,LANG 1420,CHINESE II,3.0
New York,Corning Cmty Coll,CHIN 1020,BEGINNING CHINESE II,LANG 1420,CHINESE II,4.0
New York,New York University,CHIN-SHU 102,ELEMENTARY CHINESE II,LANG 1420,CHINESE II,4.0
New York,Onondaga Cmty Coll,CHI 102,ELEMENTARY CHINESE II,LANG 1420,CHINESE II,3.0
New York,SUNY Albany,EAC 102,ELEMENTARY CHINESE II,LANG 1420,CHINESE II,4.0
North Carolina,Duke University,CHINESE 63,INTERMEDIATE CHINESE,LANG 1420,CHINESE II,4.0
Pennsylvania,Dickinson College,CHIN 102,ELEMENTARY CHINESE,LANG 1420,CHINESE II,4.0
SINGAPORE,Nanyang Tech. Univ.,LC 9002,CHINESE LANGUAGE LEVEL 2,LANG 1420,CHINESE II,3.0
Utah,University Of Utah,CHIN 1020,BEG MANDARIN CHINESE II,LANG 1420,CHINESE II,4.0
