School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,MATH 2501,LINEAR ALGEBRA,MATH 4100,LINEAR ALGEBRA,4.0
CHINA,Univ. Elec Sci & Tech of China,MATH 13,LINEAR ALGEBRA 2,MATH 4100,LINEAR ALGEBRA,4.0
CHINA,Zhongnan Univ of Econ & Law,MATH 04,LINEAR ALGEBRA,MATH 4100,LINEAR ALGEBRA,3.0
California,Univ Calif Irvine,MATH 6G,LINEAR ALGEBRA,MATH 4100,LINEAR ALGEBRA,4.0
California,Univ Of San Diego,MATH 320,LINEAR ALGEBRA,MATH 4100,LINEAR ALGEBRA,3.0
Colorado,Colorado College,MATH 220,LINEAR ALGEBRA,MATH 4100,LINEAR ALGEBRA,4.0
Illinois,Univ Illinois Urbana,MATH 415,APPLIED LINEAR ALGEBRA,MATH 4100,LINEAR ALGEBRA,3.0
Massachusetts,Brandeis Univ,MATH 15A,APPLIED LINEAR ALGEBRA,MATH 4100,LINEAR ALGEBRA,4.0
Massachusetts,Brandeis Univ,MATH 22A,LINEAR ALG AND INTERM CALC I,"MATH 4100
AND MATH 2010","LINEAR ALGEBRA
AND MULTIVAR CALC & MATRIX ALGEBRA","2.0
AND 2.0"
New York,SUNY Oneonta,"MATH 324
AND MATH 323","LINEAR ALG & MATRIX THEORY II
AND LINEAR ALG & MATRIX THEORY I","MATH 4100
AND MATH 2010","LINEAR ALGEBRA
AND MULTIVAR CALC & MATRIX ALGEBRA","4.0
AND 4.0"
Pennsylvania,Haverford College,MATH 215,LINEAR ALGEBRA,MATH 4100,LINEAR ALGEBRA,4.0
Pennsylvania,Lafayette College,MATH 300,VECOR SPACES,MATH 4100,LINEAR ALGEBRA,4.0
UNITED KINGDOM,University College London,MATH 2201,ALGEBRA 3: FURTHER LINEAR ALGB,MATH 4100,LINEAR ALGEBRA,4.0
