School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,McGill University,PSYC 215,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
CANADA,McGill University,PSYC 215,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
California,Coll Marin,PSY 230,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
California,Univ Calif Berkeley,PSYCH 160,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
Connecticut,Wesleyan University,PSYC 260,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,4.0
DENMARK,Copenhagen Business School,HAP VTPI,PSYCHOLOGY OF INFLUENCE,PSYC 2730,SOCIAL PSYCHOLOGY,4.0
District of Columbia,George Washington University,PSYC 2012,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
Maine,Bates College,PY/SO 210,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,4.0
Maine,University Maine,PSY 330,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
Maryland,Johns Hopkins Univ.,PSYC 200.133,INTRO SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
Massachusetts,Becker Clg Worcester,PSYC 2105,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
Massachusetts,Berkshire Cmty Coll,PSY 207,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
Massachusetts,Tufts University,PSY 13,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,4.0
Michigan,Schoolcraft College,PSYCH 207,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,4.0
New Jersey,Montclair State Univ,PSYC 304,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
New Jersey,Rutgers Univ. New Brunswick,830 235,INTRO TO SOCIAL PSYC,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
New Jersey,Rutgers Univ. New Brunswick,830 321,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
New York,Adirondack Cmty Coll,PSY 207,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
New York,Adirondack Cmty Coll,SOC 261,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
New York,SUNY Albany,PSY 270,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
New York,Skidmore College,PS 205,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,4.0
New York,Ulster Co Cmty Coll,PSY 201,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
New York,Union College NY,PSY 230,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
New York,Union College NY,SOC 203,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
New York,Westchester Cmty Col,PSYCH 107,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
Pennsylvania,Bucks Co Cmty Coll,PSYC 200,SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
UNITED KINGDOM,University of Leeds,PSYC 1211,SOCIAL & COGNITIVE PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,4.0
UNITED KINGDOM,University of Westminster,1PSY 414,INTRO TO SOCIAL & DEV PSYCHOLO,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
Wisconsin,Univ Wisc Madison,PSYCH 456,INTRO-SOCIAL PSYCHOLOGY,PSYC 2730,SOCIAL PSYCHOLOGY,3.0
