School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Alabama,Univ. of North Alabama,CH 311,ORGANIC CHEMISTRY,CHEM 2250,ORGANIC CHEM I,3.0
CANADA,McGill University,CHEM 212,INTRO ORGANIC CHEMISTRY 1,CHEM 2250,ORGANIC CHEMISTRY I,3.0
CANADA,McGill University,CHEM 212,INTRO ORGANIC CHEMISTRY 1,CHEM 2250,ORGANIC CHEMISTRY I,3.0
CANADA,Queens University,CHEM 281,GENERAL ORGANIC CHEMISTRY I,CHEM 2250,ORGANIC CHEMISTRY I,3.0
CANADA,Queens University,CHEM 281,GENERAL ORGANIC CHEMISTRY I,CHEM 2250,ORGANIC CHEMISTRY I,3.0
CHINA,Central China Normal Univ.,"CHEM 5
AND CHEM 6","ORGANIC CHEMISTRY
AND ORGANIC CHEMISTRY EXPERIMENT","CHEM 2230
AND CHEM 2250","ORGANIC CHEMISTRY LAB I
AND ORGANIC CHEMISTRY I","1.0
AND 3.0"
CHINA,China Agricultural University,CAU 10110630,ORGANIC CHEMISTRY,CHEM 2250,ORGANIC CHEMISTRY I,3.0
CHINA,Guangdong Ocean Univ.  China,CHEM 2,ORGANIC CHEMISTRY,"CHEM 2260
AND CHEM 2250","ORGANIC CHEMISTRY II
AND ORGANIC CHEMISTRY I","3.0
AND 3.0"
CHINA,Northeast Forestry Univ.,"CHEM 2
AND CHEM 1","ORGANIC CHEMISTRY EXPERIMENT
AND ORGANIC CHEMISTRY B","CHEM 2230
AND CHEM 2250","ORGANIC CHEMISTRY LAB I
AND ORGANIC CHEMISTRY I","1.0
AND 3.0"
CHINA,Shanghai Ocean University,CHEM 3,ORGANIC CHEMISTRY B,CHEM 2250,ORGANIC CHEMISTRY I,3.0
CHINA,Wuhan University,"CHEM 4
AND CHEM 7","EXPERIMENTAL CHEMISTRY A3
AND ORGANIC CHEMISTRY A3","CHEM 2250
AND CHEM 2230","ORGANIC CHEMISTRY I
AND ORGANIC CHEMISTRY LAB I","3.0
AND 1.0"
California,Diablo Valley Coll,CHEM 226,ORGANIC CHEMISTRY I,"CHEM 2230
AND CHEM 2250","ORGANIC CHEMISTRY LAB I
AND ORGANIC CHEMISTRY I","1.0
AND 3.0"
California,Irvine Valley Coll,CHEM 12A,ORGANIC CHEMISTRY,"CHEM 2230
AND CHEM 2250","ORGANIC CHEMISTRY LAB I
AND ORGANIC CHEMISTRY I","1.0
AND 3.0"
California,Los Angeles City Col,CHEM 211,ORGANIC CHEM SCI,"CHEM 2230
AND CHEM 2250","ORGANIC CHEMISTRY LAB I
AND ORGANIC CHEMISTRY I","1.0
AND 3.0"
California,Marymount College Ca,SCI 250,ORGANIC CHEMISTRY I,"CHEM 2230
AND CHEM 2250","ORGANIC CHEMISTRY LAB I
AND ORGANIC CHEMISTRY I","1.0
AND 3.0"
California,San Frncsco State Un,"CHEM 333
AND CHEM 130","ORGANIC CHEMISTRY
AND GENERAL ORGANIC CHEMISTRY",CHEM 2250,ORGANIC CHEMISTRY I,3.0
California,San Jose City Coll,CHEM 012A,ORGANIC CHEMISTRY,"CHEM 2230
AND CHEM 2250","ORGANIC CHEMISTRY LAB I
AND ORGANIC CHEMISTRY I","1.0
AND 3.0"
California,Univ Calif Davis,CHEM 118A,ORGANIC CHEM HEALTH SCI,CHEM 2250,ORGANIC CHEMISTRY I,3.0
Colorado,Metropolitan State Univ.Denver,CHE 3100,ORGANIC CHEMISTRY I,CHEM 2250,ORGANIC CHEMISTRY I,3.0
