School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,East China Univ. of Sci & Tech,MANU 01,FUNDAM COURSE OF MECHAN MANUFA,ENGR 4000,GENERAL ENGINEERING ELECTIVE,2.0
CHINA,East China Univ. of Sci & Tech,MANU 03,INTERCHANG & TECHNICAL MEASURE,ENGR 4000,GENERAL ENGINEERING ELECTIVE,2.0
Illinois,Northwestern University,DSGN 308-0,HUMAN CENTERED PRODUCT DESIGN,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
Illinois,Northwestern University,MECH ENG 240-0,INTRO TO MECHANICAL DESIGN & M,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
Louisiana,Xavier Univ La,ENGR 2630,ANALY METHODS FOR PHYS & ENGR,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
MEXICO,Instituto Tecnologico de Monte,IN 2018,WORK DESIGN,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
MEXICO,Instituto Tecnologico de Monte,M 2025,NUMERICAL METHODS IN ENGR,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
Maryland,U S Naval Academy,EC 312,APPLICATIONS OF CYBER ENGINEER,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
New Jersey,Stevens Inst of Technolgy,CPE 487,DIGITAL SYSTEM DESIGN,ENGR 4000,GENERAL ENGINEERING ELECTIVE,4.0
New Jersey,Stevens Inst of Technolgy,E 321,ENGINEERING DESIGN V,ENGR 4000,GENERAL ENGINEERING ELECTIVE,2.0
New Jersey,Stevens Inst of Technolgy,EE 471,TRANSPORT PHENOM/SLD DEV,ENGR 4000,GENERAL ENGINEERING ELECTIVE,4.0
New York,Manhattan College,MECH 414,ENGINEERING ECON & PROJ MGMT,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
New York,Polytechnic Inst. of NY Univ.,EE 3824,ELECTRIC ENERGY CONVERSION,ENGR 4000,GENERAL ENGINEERING ELECTIVE,4.0
New York,SUNY Coll Fredonia,PHYS 333,ELECTRICITY AND MAGNETISM,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
New York,SUNY Coll Fredonia,PHYS 400,UNDERGRADUATE SEMINAR,ENGR 4000,GENERAL ENGINEERING ELECTIVE,1.0
New York,Union College NY,ENS 253,ENVIRON FRIENDLY BLDS W/LAB,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
New York,Union College NY,ENS 498,ENVIRON. STU RESEARCH I,ENGR 4000,GENERAL ENGINEERING ELECTIVE,2.0
SINGAPORE,Nanyang Tech. Univ.,AE 4008,HUMAN RESOURCE MGMT,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
SINGAPORE,Nanyang Tech. Univ.,EE 4041,HUMAN RESOURCE MANAGEMENT,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
SINGAPORE,Nanyang Tech. Univ.,MA 8103,HUMAN RESOURCE MGMT,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
SINGAPORE,Nanyang Tech. Univ.,PRO 350,PRODUCT DESIGN IV,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
SOUTH KOREA,Seoul Natl Univ.,ENGR 07,ENERGY STUDIES,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
SOUTH KOREA,Seoul Natl Univ.,ENGR 11,DESIGN OF MACHINE ELEMENTS,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
Texas,U Houston Main Cmps*,ENGR 3310,INTRO ENERGY & SUSTAINBLTY,ENGR 4000,GENERAL ENGINEERING ELECTIVE,3.0
UZBEKISTAN,Tashkent Turin Poly. Univ.,"ENGR 4
AND ENGR 7","HYDRAULICS
AND INTRO TO SPECIALTY","ENGR 4000
AND ENGR 2250","GENERAL ENGINEERING ELECTIVE
AND THERMAL AND FLUIDS ENGR I","2.0
AND 4.0"
Virginia,Virginia Tech,ISE 2014,ENGINEERING ECONOMY,ENGR 4000,GENERAL ENGINEERING ELECTIVE,2.0
