School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
BANGLADESH,American Int'l Univ.Bangledesh,CSC 1102,PROGRAMMING LANGUGE 1,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,3.0
BRAZIL,Universidade de Fortaleza,N 575,ALGORITHM AND COMPUTER PROG,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,4.0
CANADA,McGill University,COMP 250,INTRO TO COMPUTER SCIENCE,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,3.0
CANADA,McGill University,COMP 250,INTRO TO COMPUTER SCIENCE,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,3.0
CHINA,China Agricultural University,"CSCI 1
AND CAU 08130300","VB PROGRAMMING
AND BASIS OF COLLEGE COMP ENGR",CSCI 1010,INTRO TO COMPUTER PROGRAMMING,4.0
CHINA,China Pharmaceutical Univ.,CSCI 1,COMPUTER PROGRAMMING LANG.,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,3.0
CHINA,China Univ. of Petroleum E.C.,"CSCI 1
AND CSCI 2
AND CSCI 3","COMPUTER PROGRAMMING C - 2-1
AND COMPUTER APPL TECH EXPERIMENT
AND COMPUTER PROGRAMMING C - 2-2",CSCI 1010,INTRO TO COMPUTER PROGRAMMING,4.0
CHINA,Donghua University,CSCI 1,C PROGRAMMING,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,3.0
CHINA,Guilin Univ. of Technology,CSCI 2,VISUAL BASIC,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,3.0
CHINA,Shanghai Ocean University,CSCI 2,PROGRAMMING LANGUAGE B,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,3.0
CHINA,Shanghai Univ. of Eng.Science,CSCI 1,ADV. PROGRAM LANGUAGE,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,3.0
CHINA,Shanghai Univ. of Eng.Science,CSCI 4,C PROGRAMMING DESIGN,CSCI 1010,INTRO TO COMPUTER PROGRAMMING,3.0
CHINA,Tongji University,"CSCI 1
AND CSCI 2","FUNDAMENTALS OF COMPUTERS
AND VB.NET PROGRAMMING",CSCI 1010,INTRO TO COMPUTER PROGRAMMING,4.0
CHINA,Univ. Elec Sci & Tech of China,"CSCI 2
AND CSCI 1","FUND OF SOFTWARE TECHNOLOGY
AND ADV LANGUAGE PROGRAMMING",CSCI 1010,INTRO TO COMPUTER PROGRAMMING,4.0
CHINA,Univ. Elec Sci & Tech of China,"CSCI 4
AND CSCI 3","COMPUTER CULTURE
AND C LANGUAGE PROGRAMMING",CSCI 1010,INTRO TO COMPUTER PROGRAMMING,4.0
