School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Alaska,Univ. of Alaska Anchorage,"MATH A253
AND MATH A251
AND MATH A252","CALCULUS III
AND CALCULUS I
AND CALCULUS II","MATH 2011
AND MATH 1020
AND MATH 1010","MULTIVARIABLE CALCULUS
AND CALCULUS II
AND CALCULUS I","2.0
AND 4.0
AND 4.0"
Arizona,Arizona State University Tempe,"MAT 266
AND MAT 267","CALCULUS FOR ENGINEERS II
AND CALCULUS FOR ENGINEERS III","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
Arizona,Embry-Riddle Aero U,"MA 243
AND MA 242","CALCULUS & ANALYTICAL GEOM III
AND CALCULUS & ANALYTICAL GEOM II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
Arizona,Northern Arizona Univ,"MAT 238
AND MAT 137","CALCULUS III
AND CALCULUS II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
Arizona,University of Arizona,"MATH 223
AND MATH 129","VECTOR CALCULUS
AND CALCULUS II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
Arizona,Yavapai College,MAT 241,CALCULUS III,MATH 2011,MULTIVARIABLE CALCULUS,2.0
Arkansas,Arkansas Tech Univ,"MATH 2934
AND MATH 2914
AND MATH 2924","CALCULUS III
AND CALCULUS I
AND CALCULUS II","MATH 2011
AND MATH 1020
AND MATH 1010","MULTIVARIABLE CALCULUS
AND CALCULUS II
AND CALCULUS I","2.0
AND 4.0
AND 4.0"
CHINA,China Univ. of Petroleum E.C.,"MATH 1
AND MATH 3","ADVANCED MATHEMATICS - 2-1
AND ADVANCED MATHEMATICS - 2-2","MATH 2011
AND MATH 1020
AND MATH 1010","MULTIVARIABLE CALCULUS
AND CALCULUS II
AND CALCULUS I","2.0
AND 4.0
AND 4.0"
CHINA,Donghua University,MATH 5,GEOM & SEVERAL-VAR CALC A II,MATH 2011,MULTIVARIABLE CALCULUS,2.0
CHINA,Donghua University,MATH 8,ADVANCED MATHEMATICS (4),MATH 2011,MULTIVARIABLE CALCULUS,2.0
CHINA,Zhongnan Univ of Econ & Law,MATH 02,MATHEMATICS ANALYSIS (II),"MATH 4210
AND MATH 2000
AND MATH 2011","MATH ANALYSIS II
AND MATHEMATICS ELECTIVE
AND MULTIVARIABLE CALCULUS","4.0
AND 2.0
AND 2.0"
California,American River Coll,"MATH 402
AND MATH 401","CALCULUS III
AND CALCULUS II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
California,Calif St U Long Bch,MATH 224,CALCULUS III,MATH 2011,MULTIVARIABLE CALCULUS,2.0
California,Calif St Univ Dom Hl,MAT 211,CALCULUS III,MATH 2011,MULTIVARIABLE CALCULUS,2.0
California,City Coll San Frnsco,"MATH 110B
AND MATH 110C","CALCULUS II
AND CALCULUS III","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
California,Coll Marin,MATH 223,"ANALY GEO, VEC ANALY, CALC III",MATH 2011,MULTIVARIABLE CALCULUS,2.0
California,Colleg of the  Canyons,"MATH 213
AND MATH 212","CALCULUS III
AND CALCULUS II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
California,Fresno City College,"MATH 6
AND MATH 5B","MATH ANALYSIS III
AND MATH ANALYSIS II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
California,Golden West Coll,"MATH G280
AND MATH G185","CALCULUS 3
AND CALCULUS 2","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
California,Irvine Valley Coll,"MATH 4A
AND MATH 3B","ANALY GEOM/CALCULUS III
AND ANALY GEOM/CALCULUS II","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
California,Rio Hondo College,"MATH 191
AND MATH 250","CALCULUS II
AND CALCULUS III","MATH 2011
AND MATH 1020","MULTIVARIABLE CALCULUS
AND CALCULUS II","2.0
AND 4.0"
California,Saint Mary's College,MATH 039,CALCULUS III,MATH 2011,MULTIVARIABLE CALCULUS,2.0
California,Southwestern College,MATH 252,ANALY GEOMETRY/CALCULUS,MATH 2011,MULTIVARIABLE CALCULUS,2.0
California,Univ Calif Berkeley,MATH 53,MULTIVAR CALCULUS,MATH 2011,MULTIVARIABLE CALCULUS,2.0
