School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,Ocean University of China,"ENGR 06
AND ENGR 04
AND ENGR 05","EXPERIM DIGITAL ELECTR TECHNOL
AND FOUNDATION DIGITAL ELECTR TECH
AND EXPERIM ANALOGICAL ELEC TECHN",ENGR 2350,EMBEDDED CONTROL,4.0
Connecticut,Gateway Cmty-Tech Cl,EET I252,MICROPROCESSORS,ENGR 2350,EMBEDDED CONTROL,4.0
Maine,University Maine,ECE 171,MICROCOMPUTER ARCH & APPL,ENGR 2350,EMBEDDED CONTROL,4.0
Maryland,U S Naval Academy,EW 202,PRINCIPLES OF MECHATRONICS,ENGR 2350,EMBEDDED CONTROL,3.0
Montana,Montana Tech Of U M,ENGR 3350,MECHANICS OF MATERIALS,ENGR 2350,EMBEDDED CONTROL,3.0
New Jersey,County Coll Morris,ELT 209,ADV DIGITAL & MICROPROCESSORS,ENGR 2350,EMBEDDED CONTROL,4.0
New York,Broome Cmty Coll,EGR 289,MICROPROCESSORS W/DIGITAL,ENGR 2350,EMBEDDED CONTROL,4.0
New York,Monroe Cmty College,ENG 157,DIGITAL MICROCONTROLERS,ENGR 2350,EMBEDDED CONTROL,4.0
New York,New York City Tech C,MECH 3572,EMBEDDED SYS & APP IN ROBOTICS,ENGR 2350,EMBEDDED CONTROL,3.0
New York,SUNY Inst. of Tech Utica/Rome,ETC 445,MICROCONTROLLERS,ENGR 2350,EMBEDDED CONTROL,4.0
Ohio,Sinclair Cmty Coll,"EET 281
AND EET 261
AND EET 262","PROGRAM LOGIC CONTROL
AND MICROPOC/MICROCNTRLR SYS
AND MICROPROCS APPL",ENGR 2350,EMBEDDED CONTROL,4.0
RUSSIAN FEDERATION,Moscow Aviation Institute,MAI 37,COMPUTERS & MICRO-PROCESSORS,ENGR 2350,EMBEDDED CONTROL,4.0
SINGAPORE,Nanyang Tech. Univ.,AE 4002,AEROSPACE CONTROL THEORY,ENGR 2350,EMBEDDED CONTROL,3.0
SINGAPORE,Nanyang Tech. Univ.,CPE 202,MICROPROCESSOR PROGRAMMING,ENGR 2350,EMBEDDED CONTROL,4.0
UNITED KINGDOM,University College London,MECH 2002,APPLIED ELECT AND INSTRUMENT,ENGR 2350,EMBEDDED CONTROL,4.0
UNITED KINGDOM,University Sussex England,H7061 H7061,EMBEDDED SYSTEMS,ENGR 2350,EMBEDDED CONTROL,4.0
UNITED KINGDOM,University of Bath,ME 20013,SYSTEMS & CONTROL,ENGR 2350,EMBEDDED CONTROL,3.0
