School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arizona,Maricopa Comm Coll,AJS 192,SERIAL KILL/MASS MURDER,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
CANADA,University of Alberta,PSYCO 104,BASIC PHYCHOLOGICAL PROCESSES,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
CANADA,University of Alberta,PSYCO 104,BASIC PHYCHOLOGICAL PROCESSES,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
CHINA,Central Univ. Finance & Econ.,PSYC 1,PSYCHOLOGY AND LIFE,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
CHINA,Chinese Univ. of Hong Kong,PSYC 1070,HEALTHY BODY HEALTHY MIND,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
CHINA,Southwest Jiaotong University,HUMN 4,PSYCHOLOGY OF HAPPINESS,PSYC 1000,PSYCHOLOGY ELECTIVE,2.0
CHINA,Zhejiang Gongshang Univ.,PSYC 1,PSYCHOLOGY AND LIFE,PSYC 1000,PSYCHOLOGY ELECTIVE,1.0
California,Calif St Univ Dom Hl,PSY 110,CRIT THINKING & PROB SOLV,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
California,Foothill Coll,PHED 002,SPORT IN SOCIETY,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
California,Fullerton College,PSY 120,HUMAN SEXUALITY,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
California,Los Angeles City Col,CHDEV 001,CHILD GROWTH & DEVELOP,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
California,Sacramento City Coll,PSYC 300,GENERAL PRINCIPLES,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
California,Stanford University,PSYCH 108S,INTRO TO SOCIAL PSYCHOLOGY,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
California,Stanford University,PSYCH 109,COGNITIVE PSYCHOLOGY,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
Colorado,US Air Force Academy,BEHSCI 110,INTRO BEHAV SCI/DRS,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
Colorado,University Of Denver,PSYC 1001,FOUN. OF PSYCOLOGICAL SCI.,PSYC 1000,PSYCHOLOGY ELECTIVE,4.0
Connecticut,Norwalk Community College,PSY D112,GENERAL PSYCHOLOGY II,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
Connecticut,Norwalk Community College,PY D101,GENERAL PSYCHOLOGY I,PSYC 1000,PSYCHOLOGY ELECTIVE,3.0
