School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
California,Los Angeles Valley College,GERMAN 002,ELEMENTARY GERMAN 2,LANG 1320,GERMAN II,4.0
Connecticut,Wesleyan University,GRST 102,ELEMENTARY GERMAN,LANG 1320,GERMAN II,4.0
Georgia,Morehouse College,HFLG 201,INTERMEDIATE GERMAN,LANG 1320,GERMAN II,3.0
Maryland,U S Naval Academy,FG 102,INTRO TO GERMAN II,LANG 1320,GERMAN II,3.0
Massachusetts,Bunker Hill Cmty Col,GER 102,ELEMENTARY GERMAN ii,LANG 1320,GERMAN II,3.0
New Hampshire,Saint Anselm College,GR 102,ELEM. GERMAN II,LANG 1320,GERMAN II,3.0
New Jersey,Gloucester Co Coll,GER 102,ELEMENTARY GERMAN II,LANG 1320,GERMAN II,3.0
New York,Hudson Vly Cmty Coll,GERM 101,GERMAN LANG. & CULTURE II,LANG 1320,GERMAN II,3.0
New York,Long Island University Post,GER 2,ELEMENTARY GERMAN II,LANG 1320,GERMAN II,3.0
New York,Monroe Cmty College,GER 102,ELEMENTARY GERMAN II,LANG 1320,GERMAN II,3.0
New York,Rockland Cmty Coll,GER 102,ELEMENTARY GERMAN II,LANG 1320,GERMAN II,4.0
New York,SUNY Albany,GER 102,ELEMENTARY GERMAN II,LANG 1320,GERMAN II,4.0
New York,SUNY Coll Potsdam,GER 210,INTERMEDIATE GERMAN,LANG 1320,GERMAN II,3.0
New York,SUNY Plattsburgh,GER 112,ELEMENTARY GERMAN II,LANG 1320,GERMAN II,3.0
Oregon,Oregon St Univ,GER 113,FIRST-YEAR GERMAN,LANG 1320,GERMAN II,4.0
Rhode Island,University of Rhode Island,GER 112,INTENSIVE ELEM GERMAN II,LANG 1320,GERMAN II,4.0
