School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Alabama,Troy University,IS 2241,COMPUTER CONCEPTS AND APPL.,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
CHINA,China Agricultural University,MGMT 2,MANAGMENT INFORMATION SYS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,4.0
Florida,Keiser College,CGS 1003,INTRO TO COMPUTER INFO SYSTEMS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,4.0
Louisiana,Tulane University,"ISDS 375
AND UINS 1000","BUSINESS COMPUTING
AND INTRO TO MICROCOMPUTERS","MGMT 2510
AND MGMT 2000","MICROCOMPUTERS & APPLICATIONS
AND MANAGEMENT ELECTIVE","3.0
AND 3.0"
Maine,Univ Southern Maine,LAC 150,MICROCOMP & APPLICATIONS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
Massachusetts,Middlesex C C Ma,CAP 101,MICROCOMPUTER APPLICATIONS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
Massachusetts,Middlesex C C Ma,CAP 156,DATABASE APPLICATIONS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
Massachusetts,Univ Mass at Amherst,OIM 210,INTRO TO BUSINESS INFO SYS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
Michigan,Michigan State Univ,CSE 101,COMPUTING CONCEPTS/COMPET.,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
Michigan,Michigan State Univ,ITM 209,BUS ANALYTICS & INFO SYSTEMS,MGMT 2510,INTRO TO DATA MGMT & ANALYTICS,3.0
New Jersey,Kean Coll N J,CPS 1032,MICROCOMPUTER APPLICATIONS,MGMT 2510,INTRO TO DATA MGMT & ANALYTICS,3.0
New Jersey,Rutgers Univ. New Brunswick,198 170,COMP APPS-BUSINESS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
New York,Cazenovia Coll,IM 120,INTRO TO COMPUTERS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
New York,Columbia-Greene C C,CI 105,COMPUTER APPLICATIONS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
New York,Fulton-Montgomery Cc,"CS 1121
AND CS 1051","ADVANCED APPLICATIONS
AND MICROCOMPUTER APPLICATIONS","MGMT 1000
AND MGMT 2510","MANAGEMENT ELECTIVE
AND MICROCOMPUTERS & APPLICATIONS","3.0
AND 3.0"
New York,Hudson Vly Cmty Coll,CISS 101,BUS. COMP. APPL AND ANALY DEV,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
New York,Hudson Vly Cmty Coll,"CMPT 105
AND CMPT 101","P C CONCEPTS & APPLICATION II
AND P C CONCEPTS & APPLIC. II","MGMT 2000
AND MGMT 2510","MANAGEMENT ELECTIVE
AND MICROCOMPUTERS & APPLICATIONS","3.0
AND 3.0"
New York,Jamestown Cmty Coll,CSC 1560,MICROCOMPUTER APPLICATIONS I,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,4.0
New York,Manhattan College,CIS 110,INTRO TO INFO SYSTEMS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
New York,New School University,MBMG 3001,DL PRACTICES FOR MGMT,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
New York,New School University,MBMG 3002,DL COMPUTER USES FOR MANAGERS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
New York,Siena College,CSIS 010,INTRO TO COMPUTER APPL.,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
New York,St Johns Univ Jamca,CIS 1332,COMPUTER & BUSINESS SOFTWARE,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
New York,Utica Col Syracuse U,CSC 117,MICROCOMPUTERS & APP SOFTWARE,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
North Carolina,Univ N Carolina Char,INFO 2130,INTRO TO BUSINESS COMPUTING,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
North Dakota,Un N Dakota Grnd Frk,ACCT 218,ADV SPREADSHEET APPLICATIONS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
Ohio,Miami Univ Oxford,BUS 104,COMPUTATIONAL THINKING,MGMT 2510,INTRO TO DATA MGMT & ANALYTICS,2.0
Ohio,Ohio State University,CSE 2111,SPREADSHEETS & DB,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
PHILIPPINES,New Era University,"COMP 2
AND COMP 1","ELECTRONIC SPREADSHEET
AND INTRO TO INFORMATION TECHNOLOG",MGMT 2510,MICROCOMPUTERS & APPLICATIONS,4.0
Pennsylvania,Art Institute Pittsb,"IND 133
AND IND 122
AND IND 132","STRUCTURAL DESIGN
AND MATERIALS & PROCESSES I
AND MATERIALS & PROCESSES II",MGMT 2510,MICROCOMPUTERS & APPLICATIONS,4.0
Pennsylvania,Harrisburg Area C C,CIS 105,INTRO TO SOFTWARE FOR BUS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
SINGAPORE,Nanyang Tech. Univ.,AB 113,INFORMATION TECHNOLOGY,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,4.0
Vermont,Comm Coll Of Vermont,CPS 106,MICROCOMP APPLICATIONS,MGMT 2510,MICROCOMPUTERS & APPLICATIONS,3.0
