School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
California,Sacramento City Coll,ENGWR 482,HONORS ADV COMP & CRIT THINK,WRIT 2110,STRATEGIC WRITING,3.0
California,Univ Of San Diego,ENGL 304,ADVANCED COMPOSITION,WRIT 2110,STRATEGIC WRITING,3.0
Connecticut,Norwalk Community College,ENG D102,LITERATURE & COMPOSITION,WRIT 2110,STRATEGIC WRITING,3.0
District of Columbia,The American Univers,WRTG 101,COLLEGE WRITING SEMINAR,WRIT 2110,STRATEGIC WRITING,3.0
Georgia,University of North Georgia,ENGL 1102,COMPOSITION II,WRIT 2110,STRATEGIC WRITING,3.0
Hawaii,Hawaii Pacific Univ,WRI 1200,"RSCH, ARGM AND WRITING",WRIT 2110,STRATEGIC WRITING,3.0
Louisiana,Xavier Univ La,ENGL 1010,ENGLISH COM & RHETORIC,WRIT 2110,STRATEGIC WRITING,3.0
Massachusetts,Bridgewater State University,ENGL 101,WRITING RHETORICALLY,WRIT 2110,RHETORIC AND WRITING,3.0
Massachusetts,Harvard University,EXPO S-20E,THE ESSAY,WRIT 2110,RHETORIC AND WRITING,4.0
Michigan,Eastern Michigan University,WRTG 121,COMP II: RESRCHING THE PUBL EX,WRIT 2110,STRATEGIC WRITING,3.0
Michigan,Univ Mich Dearborn,COMP 106,WIRTING & RHETORIC II,WRIT 2110,RHETORIC AND WRITING,3.0
Michigan,Washtenaw Cmty Coll,ENG 226,COMPOSITION II,WRIT 2110,STRATEGIC WRITING,3.0
New Jersey,NJ Inst of Technology,ENG 352,TECHNICAL WRITING,WRIT 2110,STRATEGIC WRITING,3.0
New York,Hudson Vly Cmty Coll,ENGL 108,HONORS COMPOSITION II,WRIT 2110,STRATEGIC WRITING,3.0
New York,Kingsborough C C,ENG 2400,COMPOSITION II,WRIT 2110,STRATEGIC WRITING,3.0
New York,New York University,EXPOS-UA 2,THE ADVANCED COLLEGE ESSAY,WRIT 2110,STRATEGIC WRITING,4.0
New York,SUNY at Stony Brook,WRT 102,INTERM. WRITING WORKSHOP,WRIT 2110,STRATEGIC WRITING,3.0
New York,Skidmore College,EN 105,THIRSTY BOOTS: TRAVEL WRITERS,WRIT 2110,STRATEGIC WRITING,4.0
New York,US Military Academy,EN 151,ADVANCED COMPOSITION,WRIT 2110,STRATEGIC WRITING,3.0
Ohio,Miami Univ Oxford,ENG 111A,COMPOSITION AND RHETORIC,WRIT 2110,STRATEGIC WRITING,3.0
Pennsylvania,Luzerne Co Cmty Coll,ENG 104,ADVA COMP WRITING ABOUT LIT,WRIT 2110,STRATEGIC WRITING,3.0
Pennsylvania,Univ Pittsburgh Pitts,ENG 0102,ENGLISH COMPOSITION 2,WRIT 2110,STRATEGIC WRITING,3.0
South Carolina,Univ South Carolina,ENGL 102,RHETORIC AND COMPOSITION,WRIT 2110,STRATEGIC WRITING,3.0
Tennessee,Univ Tenn Knoxville,ENGL 118,HON: ENGLISH COMPOSITION,WRIT 2110,STRATEGIC WRITING,3.0
Texas,Coll Mainland,ENGL 1302,COMPOSITION II,WRIT 2110,STRATEGIC WRITING,3.0
Washington,Shoreline Cmty Coll,ENGL 102,COMPOSITION II,WRIT 2110,RHETORIC AND WRITING,4.0
West Virginia,West Virginia Univ,ENGL 102,"COMP, RHETORIC & RESEARCH",WRIT 2110,STRATEGIC WRITING,3.0
