School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,McGill University,"CHEM 214
AND CHEM 204","PHYSICAL CHEM./BIOL/SCI.2
AND PHYSICAL CHEM..BIOL.SCI I",CHEM 2000,CHEMISTRY ELECTIVE,4.0
CANADA,McGill University,"CHEM 214
AND CHEM 204","PHYSICAL CHEM./BIOL/SCI.2
AND PHYSICAL CHEM..BIOL.SCI I",CHEM 2000,CHEMISTRY ELECTIVE,4.0
CHINA,Central China Normal Univ.,CHEM 7,TOXICOLOGY,CHEM 2000,CHEMISTRY ELECTIVE,2.0
CHINA,Donghua University,"100 291
AND 100 281","ORGANIC CHEMISTRY EXP I
AND ORGANIC CHEMISTRY I",CHEM 2000,CHEMISTRY ELECTIVE,4.0
CHINA,Wuhan University,"CHEM 5
AND CHEM 8","EXPERIMENTAL CHEMISTRY A4
AND ANALYTICAL CHEMISTRY B2",CHEM 2000,CHEMISTRY ELECTIVE,4.0
CHINA,Zhejiang Gongshang Univ.,CHEM 9,FOOD CHEMISTRY,CHEM 2000,CHEMISTRY ELECTIVE,2.0
California,Marymount College Ca,SCI 320,BIOCHEMISTRY,CHEM 2000,CHEMISTRY ELECTIVE,3.0
Connecticut,Centrl Conn St Univ,"CHEM 201
AND CHEM 200","FDNTNS OF ANALYTICAL CHEM LAB
AND FNDTNS OF ANALYTICAL CHEMISTRY",CHEM 2000,CHEMISTRY ELECTIVE,4.0
Connecticut,Univ of Connecticut,CHEM 135,INTRO TO CHEMICAL RESEARCH,CHEM 2000,CHEMISTRY ELECTIVE,3.0
Georgia,Georgia St Univ,CHEM 4600,BIOCHEMISTRY I,CHEM 2000,CHEMISTRY ELECTIVE,4.0
Idaho,Coll Southern Idaho,"CHEM 253L
AND CHEM 253","QUANTITATIVE ANALY LAB
AND QUANTITATIVE ANALYSIS",CHEM 2000,CHEMISTRY ELECTIVE,4.0
Massachusetts,Clark Univ,CHEM 140,ANALYTICAL CHEMISTRY,CHEM 2000,CHEMISTRY ELECTIVE,4.0
