School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,University of Alberta,CLASS 294,ANCNT SCI TECH MED,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
CANADA,University of Alberta,CLASS 294,ANCNT SCI TECH MED,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
California,San Diego City Coll,HUMA 201,MYTHOLOGY,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Connecticut,Middlesex Cmty-Tech,HON F202,HONORS CAPSTONE PROJECT,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,1.0
Florida,Broward College,IDH 2121,HONORS STUDIES,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Florida,Daytona State College,HUM 2020,INTRO TO HUMANITIES,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Florida,Florida State College,HUM 2250,HUMANITIES: 20TH AND 21ST CENT,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Florida,Hillsborough C C,HUM 2410H,HNRS ASIAN HUMANITIES,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Florida,Valencia College,HUM 2250,HUMANITIES 20TH CENTURY,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Illinois,Northwestern University,LDRSHP 396-0,FIELD STUDIES IN LEADERSHIP,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,4.0
Kansas,Fort Hays State Univ,IDS 407,GLOBAL CHALLENGES,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Massachusetts,Bentley University,CIN 382,THE CITY IN AMERICAN FILM,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Massachusetts,Berkshire Cmty Coll,HUM 155,THE HARLEM RENAISSANCE,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Massachusetts,Boston Coll,FORS 2201,WOUNDED WARRIORS IN TRANSITION,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Massachusetts,Boston University,CL 213,GREEK & ROMAN MYTH,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,4.0
Massachusetts,Bristol Communty Col,SCI 251,PARADIMS IN SCI. HUMM. & CUL.,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
Massachusetts,Hampshire College,IA 0237,APPROPRIATE TECHNOLOGY,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,4.0
Massachusetts,Univ Mass Boston,HONORS 291,HONORS TOP IN ARTS,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New Hampshire,Univ New Hampshire,GEOG 560,GEOGRAPHY OF NATURAL HAZARDS,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,4.0
New Hampshire,Univ New Hampshire,NURS 450,MAKING BABIES,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,4.0
New Jersey,NJ Inst of Technology,HUM 211,THE PRE-MODERN WORLD-HONORS,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New Jersey,NJ Inst of Technology,IS 350,"COMPUTERS, SOCIETY & ETHICS",IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New Jersey,Rutgers Univ. New Brunswick,090 292,INTELLECTUAL HERITAGE,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New York,Adirondack Cmty Coll,HUM 155,THE HARLEM RENAISSANCE,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New York,Adirondack Cmty Coll,HUM 164,LATIN AMER CULTURE & CIVIL,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New York,Albany Coll Pharmacy,HUM 210,HUMANITIES III,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New York,Hudson Vly Cmty Coll,HIST 265,IDEAS PAST-PRES: IMPACT OF THO,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New York,Hudson Vly Cmty Coll,HONR 255,TECHNOLOGICAL FOUND OF SOCIETY,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New York,Hudson Vly Cmty Coll,HONR 275,FOUND OF MODERN TRADITION,IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
New York,Manhattan College,RELS 200,"SPL TPC:GOD, BEAUTY&DESIRE-LL",IHSS 2000,INTERDIS. HUM & SOC SCI ELECT,3.0
