School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,Queensland University of Tech.,CIVL 2330,STRUCTURAL ANALYSIS,CIVL 2670,INTRO TO STRUCTURAL ENG,4.0
BRAZIL,Universidade de Fortaleza,"T 521
AND T 547","STRENGTH OF MATERIALS II
AND STATICS OF CONSTRUCITON I",CIVL 2670,INTRO TO STRUCTURAL ENG,4.0
CANADA,McGill University,CIVE 317,STRUCTURAL ENGINEERING 1,CIVL 2670,INTRO TO STRUCTURAL ENG,3.0
CANADA,McGill University,CIVE 317,STRUCTURAL ENGINEERING 1,CIVL 2670,INTRO TO STRUCTURAL ENG,3.0
CHINA,Guilin Univ. of Technology,ENGR 10,STRUCTURAL MECANICS B,CIVL 2670,INTRO TO STRUCTURAL ENG,4.0
New Hampshire,New Hampshire Tec In,CV 240,TIMBER AND STEEL DESIGN,CIVL 2670,INTRO TO STRUCTURAL ENG,4.0
New York,Rochester Inst of Technology,0608 422,ELEMENTS OF BUILDING CONSTRUCT,CIVL 2670,INTRO TO STRUCTURAL ENG,4.0
New York,Rochester Inst of Technology,CVET 230,ELEMENTARY STRUCTURES,CIVL 2670,INTRO TO STRUCTURAL ENG,3.0
New York,Westchester Cmty Col,CIVIL 207,STRUCTURES,CIVL 2670,INTRO TO STRUCTURAL ENG,3.0
RUSSIAN FEDERATION,Mordovian State University,ENGR 13,STRUCTURAL MECHANICS,CIVL 2670,INTRO TO STRUCTURAL ENG,4.0
