School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,ARTS 1870,RETHINKING THE SOCIAL,STSS 1520,SOCIOLOGY,4.0
Arizona,Yavapai College,SOC 101,INTRO TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
CANADA,University of Manitoba,SOC 1200,INTRODUCTION TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
CANADA,University of Manitoba,SOC 1200,INTRODUCTION TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
CHINA,Univ. of Int'l Business & Econ,SOC 11,INTRODUCTION TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
California,Cerritos College,SOC 101,INTRO SOCIOLOGY-PRINCIPLES,STSS 1520,SOCIOLOGY,3.0
California,College of San Mateo,SOCI 100,INTRO TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
California,Los Angeles City Col,SOC 001,INTRO TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
California,Los Angeles Valley College,SOC 001,INTRODUCTION TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
California,Marymount College Ca,SOC 100,INTRO TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
California,Riverside Cmty Coll,SOC 1,INTRO TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
California,Sacramento City Coll,SOC 300,INTRO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
California,Saddleback College,SOC 1,INTRODUCTION TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
Connecticut,Housatonic Community College,SOC E101,PRIN OF SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
Connecticut,Norwalk Community College,SOC D101,PRINC OF SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
Connecticut,Univ Of New Haven,SO 113,SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
Connecticut,Westrn Conn St Univ,SOC 100,INTRO TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
Delaware,Delaware Tec Cc Stan,SOC 111,SOCIOLOGY I,STSS 1520,SOCIOLOGY,3.0
District of Columbia,George Washington University,SOC 001,INTRODUCTION TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
Florida,Palm Bch Comm Coll,SYG 2000,INTRODUCT. SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
Florida,Univ West Florida,SYG 2000,INTRO. TO SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
Georgia,University of West Georgia,SOCI 1101,INTRODUCTORY SOCIOLOGY,STSS 1520,SOCIOLOGY,3.0
