School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,McGill University,MECH ENG 305-383A,APPL ELECTRONICS & INSTRUM,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
CANADA,McGill University,MECH ENG 305-383A,APPL ELECTRONICS & INSTRUM,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
Illinois,Univ Illinois Urbana,ECE 110,INTRO ELEC & COMP ENGR,"ENGR 1000
AND ENGR 1310","GENERAL ENGINEERING ELECTIVE
AND INTRO ENGR ELECTRONICS","3.0
AND 1.0"
Maryland,Montgomery Coll Rckvlle,"EE 244
AND EE 206","DIGITAL LOGIC DESIGN
AND FUND DIGITAL CIRCUIT LAB",ENGR 1310,INTRO ENGR ELECTRONICS,1.0
New Mexico,New Mexico Tech,"EE 101L
AND EE 101","INTRO TO ELEC ENGR LAB
AND INTRO TO ELECTRICAL ENGR",ENGR 1310,INTRO ENGR ELECTRONICS,1.0
New York,Dutchess Cmty Coll,ELT 215,DIGITAL II,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
New York,Monroe Cmty College,ENR 254,CIRCUIT ANL 2,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
New York,Rochester Inst of Technology,0301 205,EE FRESHMAN PRACTICUM,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
New York,SUNY Buffalo,EE 101,BASIC ELECTRONICS,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
New York,Suffolk Co Cc Ammrmn,EN 12,ELEC DESIGN,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
ROMANIA,Technical Univ. of Chui-Napoca,YEAR II 7,DIGITAL INTEGRATED CIRCUITS,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
RUSSIAN FEDERATION,Moscow Aviation Institute,MAI 16,ELECTRONICS,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
South Carolina,Univ South Carolina,EECE A211,DIGITAL LOGIC DESIGN,ENGR 1310,INTRO ENGR ELECTRONICS,3.0
Vermont,Vermont Tech College,ELT 1080,ELECTRONICS FOR COMP ENGR,ENGR 1310,INTRO ENGR ELECTRONICS,4.0
Vermont,Vermont Tech College,ELT 2072,ELECTRONICS,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
Virginia,Virginia Westrn C C,ETR 123,ELECTRONIC APPLICATIONS,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
Washington,Bellevue College,ENGR 215,ELECTRICAL CIRCUITS,ENGR 1310,INTRO ENGR ELECTRONICS,1.0
