School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Florida,Miami-Dade Cc North,FRE 2220,INTERMED FRENCH 1,LANG 2110,FRENCH III,4.0
Georgia,Spelman College,CFLF 201,INTERMEDIATE FRENCH,LANG 2110,FRENCH III,3.0
Georgia,Spelman College,SFLF 201,INTERMEDIATE FRENCH,LANG 2110,FRENCH III,4.0
Maine,Bates College,FRE 235,ADVANCED FRENCH LANGUAGE,LANG 2110,FRENCH III,4.0
Maine,Colby College,FR 127,FRENCH III,LANG 2110,FRENCH III,4.0
Maryland,Johns Hopkins Univ.,GRLL 210.201,INTERMEDIATE FRENCH I,LANG 2110,FRENCH III,4.0
New Jersey,Union County College,FRE 111,INTERMEDIATE FRENCH I,LANG 2110,FRENCH III,3.0
New York,Bronx Cmty Coll,FRN 11,INTERMEDIATE FRENCH,LANG 2110,FRENCH III,4.0
New York,Fordham University,FREN 1501,INTERMEDIATE FRENCH I,LANG 2110,FRENCH III,3.0
New York,Hilbert College,FR 103,INTERMEDIATE FRENCH,LANG 2110,FRENCH III,3.0
Pennsylvania,Lafayette College,FREN 111,INTERMEDIATE FRENCH,LANG 2110,FRENCH III,4.0
