School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,University of Alberta,ART H 101,"HIST ART, DES AND VIS CULTR I",ARTS 1050,ART HISTORY,3.0
CANADA,University of Alberta,ART H 101,"HIST ART, DES AND VIS CULTR I",ARTS 1050,ART HISTORY,3.0
California,Pasadena City Coll,ART 001B,HISTORY OF WESTERN ART,ARTS 1050,ART HISTORY,3.0
Colorado,Colorado College,AH 112,INTRODUCTION TO ART HISTORY,ARTS 1050,ART HISTORY,4.0
Connecticut,Norwalk Community College,ART D101,ART HISTORY,ARTS 1050,ART HISTORY,3.0
Connecticut,Univ of Connecticut,ARTH 1137,INTRO ART HIST:PREHIST 14TH C,ARTS 1050,ART HISTORY,3.0
Florida,Florida State College,"ARH 2051
AND ARH 2050","ART HIST 15TH TO 21ST CENTURY
AND ART HIST PREHISTORY TO 15TH CE","ARTS 1000
AND ARTS 1050","ARTS ELECTIVE
AND ART HISTORY","2.0
AND 4.0"
New Jersey,Thomas A Edison St C,ART 100,A WORLD OF ART,ARTS 1050,ART HISTORY,3.0
New York,Baruch College,ART 1011,ART HISTORY SURVEY I,ARTS 1050,ART HISTORY,3.0
New York,Borough Manhattn C C,ART 104,SURVEY OF ART HISTORY II,ARTS 1050,ART HISTORY,3.0
New York,Brooklyn College,ARTD 1010,ART HIST & MEANING,ARTS 1050,ART HISTORY,3.0
New York,Fulton-Montgomery Cc,ART 106,SURVEY OF NON-WESTERN ART HIS,ARTS 1050,ART HISTORY,3.0
New York,Queensborough C C,ARTH 100,INTR. SURVEY OF ART,ARTS 1050,ART HISTORY,3.0
New York,SUNY Binghamton,ARTH 110,INTRODUCTION TO ART HISTORY I,ARTS 1050,ART HISTORY,4.0
New York,SUNY Coll Cortland,ATH 223,ART HISTORY III,ARTS 1050,ART HISTORY,3.0
Ohio,Ohio University,AH 2130,HISTORY OF WORLD ART,ARTS 1050,ART HISTORY,4.0
Virginia,Northern Virginia CC Annandale,ART 101,HIST & APPR OF ART,ARTS 1050,ART HISTORY,3.0
Washington,Shoreline Cmty Coll,ARTH 224,SUR WEST ART ANCIENT,ARTS 1050,ART HISTORY,4.0
