School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
New York,Hunter College,ANTHC 10100,INTRO TO CULTURAL ANTHROPOLOGY,STSO 2510,CULTURAL ANTHOPOLOGY,3.0
New York,New York City Tech C,ANTH 1101,INTRODUCTORY ANTHROPOLOGY,STSO 2510,CULTURAL ANTHOPOLOGY,3.0
New York,SUNY Albany,ANT 108,CULTURAL ANTHROPOLOGY,STSO 2510,CULTURAL ANTHOPOLOGY,3.0
New York,Suffolk Co Cc Ammrmn,HIS 103,FOUNDATIONS OF AMERICAN HIST,STSO 2510,CULTURAL ANTHOPOLOGY,3.0
