School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
California,Bakersfield Coll,HIST 17A,THE UNITED STATES,STSS 2630,FNDNS OF AMER HISTORY,3.0
California,Santa Rosa Jr Coll,HIST 17.1,US TO 1877,STSS 2630,FNDNS OF AMER HISTORY,3.0
Colorado,Morgan Cmty College,HIS 201,U.S. HISTORY I,STSS 2630,FNDNS OF AMER HISTORY,3.0
Connecticut,Southern Conn St Univ,HIS 110,UNITED STATE I,STSS 2630,FNDNS OF AMER HISTORY,3.0
Connecticut,Tunxis Community College,0097 J151,US HISTORY I,STSS 2630,FNDNS OF AMER HISTORY,3.0
Maryland,Howard Cmty College,HIST 111,AMERICAN HISTORY TO 1877,STSS 2630,FNDNS OF AMER HISTORY,3.0
Maryland,Montgomery Coll Rckvlle,HS 201,US HIST COLONIAL - 1865,STSS 2630,FNDNS OF AMER HISTORY,3.0
Massachusetts,Massasoit Cmty Coll,HIST 103,U.S. HISTORY I,STSS 2630,FNDNS OF AMER HISTORY,3.0
New Jersey,Rutgers Univ. New Brunswick,512 320,CIVIL WAR & RECONSTRUCTION,STSS 2630,FNDNS OF AMER HISTORY,3.0
New Mexico,New Mexico Tech,HIST 141,AMERICAN HISTORY TO 1865,STSS 2630,FNDNS OF AMER HISTORY,3.0
New York,Borough Manhattn C C,HIS 120,EARLY AMERICAN HISTORY,STSS 2630,FNDNS OF AMER HISTORY,3.0
New York,Cayuga Co Cmty Coll,HIST 201,HISTORY OF THE U.S. I,STSS 2630,FNDNS OF AMER HISTORY,3.0
New York,Nassau Cmty College,HIS 103,HISTORY U.S. 1,STSS 2630,FNDNS OF AMER HISTORY,3.0
New York,SUNY College Oswego,HIS 202,HISTORY OF US TO 1865,STSS 2630,FNDNS OF AMER HISTORY,3.0
Texas,Centrl Texas Coll,HIST 1301,US HISTORY I,STSS 2630,FNDNS OF AMER HISTORY,3.0
Texas,Univ Texas Austin,HIS 315K,UNITED STATES 1492-1865,STSS 2630,FNDNS OF AMER HISTORY,3.0
Virginia,Virginia Tech,HIST 1004,INTRO US HISTORY,STSS 2630,FNDNS OF AMER HISTORY,3.0
Virginia,Virginia Tech,HIST 1116,HISTORY OF THE U.S.,STSS 2630,FNDNS OF AMER HISTORY,3.0
