School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
California,Foothill Coll,MUS 010,MUSIC FUNDAMENTALS,ARTS 1400,MUSIC FUNDAMENTALS,4.0
California,Los Angeles Valley College,MUSIC 101,FUNDAMENTALS OF MUSIC,ARTS 1400,MUSIC FUNDAMENTALS,3.0
California,Sacramento City Coll,MUFHL 320,EXPLORING MUSIC,ARTS 1400,MUSIC FUNDAMENTALS,3.0
Iowa,Iowa State Univ,MUSIC 102,INTRO TO MUSIC,ARTS 1400,MUSIC FUNDAMENTALS,3.0
Maryland,Anne Arundel C C,MUS 101,MUSIC FUNDAMENTALS,ARTS 1400,MUSIC FUNDAMENTALS,3.0
Massachusetts,Cape Cod Cmty Coll,MUS 101,ELEMENTARY MUSIC THEORY,ARTS 1400,MUSIC FUNDAMENTALS,3.0
New York,Adirondack Cmty Coll,MUS 103,MUSIC FUNDAMENTALS,ARTS 1400,MUSIC FUNDAMENTALS,3.0
New York,Adirondack Cmty Coll,MUS 106,FUNDAMENTALS OF MUSIC,ARTS 1400,MUSIC FUNDAMENTALS,3.0
New York,Cooper Union,ME 116,MUCICAL INSTR DES,ARTS 1400,MUSIC FUNDAMENTALS,3.0
New York,SUNY Buffalo,MUS 116,THEORY OF MUSIC (NON-MAJOR),ARTS 1400,MUSIC FUNDAMENTALS,3.0
New York,SUNY College Oswego,MUS 100,FUNDAMENTALS OF MUSIC,ARTS 1400,MUSIC FUNDAMENTALS,3.0
New York,Suffolk Co Cc Ammrmn,MUS 117,MUSIC FUNDAMENTALS,ARTS 1400,MUSIC FUNDAMENTALS,3.0
Texas,Centrl Texas Coll,MUSI 1301,MUSIC FUNDAMENTALS,ARTS 1400,MUSIC FUNDAMENTALS,3.0
Washington,Bellevue College,MUSC 107,FUNDAMENTALS OF MUSIC,ARTS 1400,MUSIC FUNDAMENTALS,4.0
Washington,Shoreline Cmty Coll,MUSIC 101,FIRST YEAR MUSIC THEORY,ARTS 1400,MUSIC FUNDAMENTALS,5.0
