School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,Victoria University,ACL 2009,AUSTRALIAN LITERATURE,LITR 2000,LITERATURE ELECTIVE,4.0
Alabama,Troy University,ENG 2205,WORLD LITERATURE BEFORE 1660,LITR 2000,LITERATURE ELECTIVE,3.0
Alabama,Univ Of Alabama,EH 206,BRITISH LITERATURE II,LITR 2000,LITERATURE ELECTIVE,3.0
Arizona,Maricopa Comm Coll,ENH 251,MYTHOLOGY,LITR 2000,LITERATURE ELECTIVE,3.0
Arizona,University of Arizona,AFAS 160D1,INTRO: AFRICAN AMER LIT,LITR 2000,LITERATURE ELECTIVE,3.0
CANADA,Carleton University,ENGL 1602,20TH CENTURY LITERATURE,LITR 2000,LITERATURE ELECTIVE,4.0
CANADA,Carleton University,ENGL 1602,20TH CENTURY LITERATURE,LITR 2000,LITERATURE ELECTIVE,4.0
CHINA,China Agricultural University,HASS 2,ANALY OF ANC CHINESE POET/PROS,LITR 2000,LITERATURE ELECTIVE,2.0
CHINA,China Univ. Political Sci &Law,ARTS 5,FILM AND LITERATURE,LITR 2000,LITERATURE ELECTIVE,2.0
CHINA,Wuhan University,HUMN 7,FILM AND CULTURE,LITR 2000,LITERATURE ELECTIVE,2.0
CHINA,Xiamen University,LITR 1,AMERICAN LITERATURE,LITR 2000,LITERATURE ELECTIVE,2.0
CHINA,Xiamen University,LITR 2,AMERICAN LITERATURE,LITR 2000,LITERATURE ELECTIVE,2.0
CHINA,Zhejiang Gongshang Univ.,HUM 2,APPREC OF CHINESE CLASSICS,LITR 2000,LITERATURE ELECTIVE,1.0
CHINA,Zhejiang Gongshang Univ.,LITR 1,APPREC. OF FOREIGN CLASSICS,LITR 2000,LITERATURE ELECTIVE,1.0
CHINA,Zhejiang Gongshang Univ.,LITR 2,GUID LEARN CHINESE LITR CLASS,LITR 2000,LITERATURE ELECTIVE,1.0
California,Colleg of the  Canyons,HUMAN 150,"GREAT BOOKS, GREAT IDEAS",LITR 2000,LITERATURE ELECTIVE,3.0
California,De Anza College,ELIT 011,INTRO TO POETRY,LITR 2000,LITERATURE ELECTIVE,4.0
California,Foothill Coll,ENGL 046C,SURVEY OF ENGLISH LITERATURE,LITR 2000,LITERATURE ELECTIVE,3.0
California,Mira Costa College,FILM 101,INTRO TO FILM,LITR 2000,LITERATURE ELECTIVE,3.0
California,Pitzer College,MLLC 122,CRITICAL ANALY THROUGH LIT,LITR 2000,LITERATURE ELECTIVE,4.0
California,Rio Hondo College,LIT 102H,APPROACHES TO LITERATURE HONOR,LITR 2000,LITERATURE ELECTIVE,3.0
California,Rio Hondo College,LIT 112BH,AMERICAN LITERATURE HONORS,LITR 2000,LITERATURE ELECTIVE,3.0
California,San Frncsco State Un,WCL 230,INTRO TO WORLD LITERATURE,LITR 2000,LITERATURE ELECTIVE,3.0
California,Thomas Aquinas Coll,SEM 2 A,SEMINAR II: ANC GREEK ROM/MEDI,LITR 2000,LITERATURE ELECTIVE,2.0
California,Thomas Aquinas Coll,SEM 2 B,SEMINAR II: ANC GREEK ROM/MEDI,LITR 2000,LITERATURE ELECTIVE,2.0
California,Thomas Aquinas Coll,SEM 3 A,SEMINAR III: EARLY MOD PHIL/LI,LITR 2000,LITERATURE ELECTIVE,4.0
California,Univ Calif Berkeley,ENGLISH 121,ROMANTIC PERIOD,LITR 2000,LITERATURE ELECTIVE,4.0
California,Univ Calif Irvine,FLM&MDA 112,DETECTIVE FILMS,LITR 2000,LITERATURE ELECTIVE,4.0
California,Univ of California Los Angeles,ENGL 85,AMERICAN NOVEL,LITR 2000,LITERATURE ELECTIVE,4.0
Colorado,Colorado College,ENGL 280,TOPICS IN LIT: DETECTIVE FICT,LITR 2000,LITERATURE ELECTIVE,4.0
Colorado,Front Range Cmty Co,LIT 201,WORLD LIT THROUGH 1600s,LITR 2000,LITERATURE ELECTIVE,3.0
Colorado,Univ Colo Colo Sprgs,ENGL 3910,TOPICS IN LITERATURE,LITR 2000,LITERATURE ELECTIVE,3.0
Connecticut,Centrl Conn St Univ,ENG 262,INTRODUCTION TO DRAMA,LITR 2000,LITERATURE ELECTIVE,3.0
Connecticut,Connecticut College,ENG 240,READING & WRITING POEMS,LITR 2000,LITERATURE ELECTIVE,4.0
Connecticut,Gateway Cmty-Tech Cl,ENG I210,FICTION,LITR 2000,LITERATURE ELECTIVE,3.0
Connecticut,Norwalk Community College,COM D157,AMERICAN FILM,LITR 2000,LITERATURE ELECTIVE,3.0
Connecticut,Norwalk Community College,ENG D233,SHAKESPEARE,LITR 2000,LITERATURE ELECTIVE,3.0
Connecticut,Norwalk Community College,MC D113,AMERICAN FILM,LITR 2000,LITERATURE ELECTIVE,3.0
Connecticut,Southern Conn St Univ,HON 275,SCIENCE AND WRITING,LITR 2000,LITERATURE ELECTIVE,3.0
Connecticut,Univ of Connecticut,ENGL 1616W,MAJOR WORKS OF ENG & AM LIT,LITR 2000,LITERATURE ELECTIVE,3.0
Connecticut,Univ of Connecticut,ENGL 250,HONORS I: APPROACHES TO LIT,LITR 2000,LITERATURE ELECTIVE,3.0
Connecticut,Wesleyan University,ALIT 230,JAPANESE DETECTIVE FICTION,LITR 2000,LITERATURE ELECTIVE,4.0
District of Columbia,The American Univers,G23-245 01,THE EXPERIENCE OF POETRY,LITR 2000,LITERATURE ELECTIVE,3.0
District of Columbia,The American Univers,LIT 135G,CRITICAL APPR TO CINEMA,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,Florida Atlantic Unv,ENL 3425,METAMORPHOSIS,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,Florida Atlantic Unv,LIT 2010,INTERPRETATION OF FICTION,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,Florida Gulf Coast U,LIT 2000,INTRO TO LITERATURE,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,Jacksonville Univ,EH 414,SHAKESPEARE IN ENGLAND,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,Keiser College,AML 1000,AMERICAN LITERATURE,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,Miami-Dade Cc North,LIT 2480,ISSUES LIT/CULTURE,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,Miami-Dade Cc South,LIT 2480,ISSUES LIT/CULTURE,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,St Thomas University,ENL 2012,SURVEY OF ENGLISH LITERATURE,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,Univ of Florida,AML 2070,SURVEY OF AMERICAN LITER,LITR 2000,LITERATURE ELECTIVE,3.0
Florida,Valencia College,HUM 2310,MYTHOLOGY,LITR 2000,LITERATURE ELECTIVE,3.0
Georgia,Kennesaw State Univ,ENGL 2110,WORLD LITERATURE,LITR 2000,LITERATURE ELECTIVE,3.0
