School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Connecticut,Centrl Conn St Univ,CHEM 260,FOUNDATIONS OF INORGANIC CHEM,CHEM 2030,INORGANIC CHEMISTRY I,3.0
Georgia,Morehouse College,HCHE 231,ELEM ORGANIC CHEMISTRY,CHEM 2030,INORGANIC CHEMISTRY I,3.0
Illinois,North Central Coll,"CHM 205
AND CHM 205L","DESCRIPTIVE INORGANIC CHEM
AND DESC INORGANIC CHEM LAB",CHEM 2030,INORGANIC CHEMISTRY I,4.0
Massachusetts,Elms College,CHE 211,ORAGANIC CHEM I W/LAB,CHEM 2030,INORGANIC CHEMISTRY I,4.0
Missouri,Univ Missouri Columb,CHEM 2400,FUND INORGANIC CHEM W/LAB,CHEM 2030,INORGANIC CHEMISTRY I,3.0
New York,Pace Univ NYC,CHE 330,ADV. INORGANIC CHEMISTRY,CHEM 2030,INORGANIC CHEMISTRY I,4.0
New York,SUNY Albany,"CHM 420
AND CHM 421","INORGANIC CHEMISTRY I
AND INORGANIC CHEMISTRY II",CHEM 2030,INORGANIC CHEMISTRY I,3.0
New York,SUNY Coll New Paltz,CHE 314,INORGANIC CHEMSTRY,CHEM 2030,INORGANIC CHEMISTRY I,3.0
New York,SUNY Geneseo,"CHEM 330
AND CHEM 331","INORGANIC CHEMISTRY I
AND LAB TECH IN INORGANIC CHEMI",CHEM 2030,INORGANIC CHEMISTRY I,3.0
New York,Siena College,CHEM 240,INORGANIC CHEMISTRY 1,CHEM 2030,INORGANIC CHEMISTRY I,2.0
New York,Utica Col Syracuse U,CHE 473,INORGANIC CHEMISTRY,CHEM 2030,INORGANIC CHEMISTRY I,3.0
Ohio,Oberlin College,CHEM 213,INORGANIC CHEMISTRY,CHEM 2030,INORGANIC CHEMISTRY I,4.0
TURKEY,Anadolu University,CHEM 16,INORGANIC CHEMISTRY I,CHEM 2030,INORGANIC CHEMISTRY I,3.0
UNITED KINGDOM,University of Leeds,CHEM 1240,FUND OF INORGANIC CHEM,CHEM 2030,INORGANIC CHEMISTRY I,4.0
