School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
California,Southwestern College,CHIN 120,MANDARIN CHINESE I,LANG 1410,CHINESE I,3.0
California,Univ San Francisco,CHIN 101,FIRST SEMESTER CHINESE,LANG 1410,CHINESE I,4.0
Connecticut,Naugatuck Valley CC,CHI H101,ELEMENTARY CHINESE I,LANG 1410,CHINESE I,3.0
Connecticut,Univ of Connecticut,CHIN 1111,ELEMENTARY CHINESE I,LANG 1410,CHINESE I,4.0
Georgia,Mercer Univ Macon,CHN 112,BEGINNING CHINESE,LANG 1410,CHINESE I,4.0
Georgia,Morehouse College,HFLC 101,ELEMENTARY CHINESE,LANG 1410,CHINESE I,3.0
Indiana,Indiana Univ Bloomng,EALC-C 101,ELEMENTARY CHINESE I,LANG 1410,CHINESE I,4.0
Indiana,Indiana-Purdue Univ,EALC-C 117,BASIC CHINESE I,LANG 1410,CHINESE I,3.0
Massachusetts,Boston University,LC 111S,1ST SEM CHINESE,LANG 1410,CHINESE I,4.0
Massachusetts,Brandeis Univ,CHIN 10A,BEGINNING CHINESE I,LANG 1410,CHINESE I,4.0
Massachusetts,Simons Rock Clg Bard,CHIN 100,CHINESE LANGUAGE & CONTEXT I,LANG 1410,CHINESE I,4.0
New Jersey,County Coll Morris,CHI 111,ELEMENTARY CHINESE I,LANG 1410,CHINESE I,3.0
New York,Corning Cmty Coll,CHIN 1010,BEGINNING CHINESE I,LANG 1410,CHINESE I,4.0
New York,Fordham University,MAND 1001,INTRODUCTION TO MANDARIN I,LANG 1410,CHINESE I,4.0
New York,Nassau Cmty College,CHI 101,BEGINNING CHINESE 1,LANG 1410,CHINESE I,3.0
New York,New York University,CHIN-SHU 101,ELEMENTARY CHINESE I,LANG 1410,CHINESE I,4.0
New York,Onondaga Cmty Coll,CHI 101,ELEMENTARY CHINESE I,LANG 1410,CHINESE I,3.0
New York,Orange Co Cmty Coll,CHN 101,ELEMENTARY CHINESE 1,LANG 1410,CHINESE I,3.0
New York,SUNY Albany,EAC 101,ELEMENTARY CHINESE I,LANG 1410,CHINESE I,4.0
New York,Syracuse University,CHI 101,CHINESE I,LANG 1410,CHINESE I,4.0
North Carolina,Duke University,CHINESE 2,ELEMENTARY CHINESE,LANG 1410,CHINESE I,4.0
Pennsylvania,Dickinson College,CHIN 101,ELEMENTARY CHINESE,LANG 1410,CHINESE I,4.0
SINGAPORE,Nanyang Tech. Univ.,LC 9001,CHINESE LANGUAGE LEVEL1,LANG 1410,CHINESE I,3.0
Utah,University Of Utah,CHIN 1010,BEG MANDARIN CHINESE I,LANG 1410,CHINESE I,4.0
Virginia,Virginia Tech,CHN 1105,ELEMENTARY CHINESE,LANG 1410,CHINESE I,3.0
