School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,Fairleigh Dickinson University,EN 103,INTRODUCTION TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
CANADA,Fairleigh Dickinson University,EN 103,INTRODUCTION TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Colorado,Arapahoe Cmty Coll,LIT 115,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Colorado,Front Range Cmty Co,LIT 115,INTRO TO LITERATURE I,LITR 2110,INTRO TO LITERATURE,3.0
Colorado,Morgan Cmty College,LIT 115,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Connecticut,Manchester Community College,ENG B110,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Connecticut,Middlesex Cmty-Tech,ENG F102,LITERATURE COMPOSITION--HONORS,LITR 2110,INTRO TO LITERATURE,3.0
Connecticut,Southern Conn St Univ,ENG 217,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Florida,Hillsborough C C,LIT 2000H,HONORS INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Georgia,Clark Atlanta Univ,CENG 202H,HONORS INTRO TO WORLD LIT II,LITR 2110,INTRO TO LITERATURE,3.0
Illinois,Knox College,ENG 120,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,4.0
Massachusetts,Harvard University,EXPO S-20A,WRITING AND LITERATURE,LITR 2110,INTRO TO LITERATURE,4.0
Massachusetts,Worcester Polytechnic,EN 1251,INTRODUCTION TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Michigan,Siena Heights Coll,ENG 113AC,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,Adirondack Cmty Coll,ENG 210,INTRO TO LITERARY STUDIES,LITR 2110,INTRO TO LITERATURE,3.0
New York,Borough Manhattn C C,ENG 201,INTRODUCTION TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,Kingsborough C C,ENG 3000,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,Marist College,ENG 255L,INTRODUCTION TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,Rochester Inst of Technology,ENGL 210,"LIT, CULTURE MEDIA: AMER LITER",LITR 2110,INTRO TO LITERATURE,3.0
New York,SUNY Canton,ENGL 109,APPROACHES TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,SUNY Coll Tech Delhi,LITR 100,INTRO. TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,SUNY Oneonta,LITR 100,INTRODUCTION TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,SUNY Oneonta,LITR 150,INTRO TO LITERARY STUDIES,LITR 2110,INTRO TO LITERATURE,3.0
New York,Schenectady Co C C,ENG 124,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,Siena College,ENGL 101,INTRODUCTION TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,St Lawrence Univ,ENG 190EL,LS:INTRO LITERARY,LITR 2110,INTRO TO LITERATURE,4.0
New York,Suffolk Co Cc Ammrmn,ENG 102,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,Suffolk Co Cc Rivrhd,ENG 102,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,US Military Academy,EN 152,ADVANCED LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
New York,Wagner College,EN 111,WORLD LITERATURE,LITR 2110,INTRO TO LITERATURE,4.0
Pennsylvania,Harrisburg Area C C,ENGL 207,INTRODUCTION TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Rhode Island,University of Rhode Island,ENG 110,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Texas,Texas A&M University,ENGL 203,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Texas,Univ Texas Austin,E 316M,AMERICAN LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
Vermont,Comm Coll Of Vermont,ENG 1310,INTRO TO LITERATURE,LITR 2110,INTRO TO LITERATURE,3.0
