School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,Victoria University,HHY 1271,PATHOLOGY 1,BIOL 4000,BIOLOGY ELECTIVE,4.0
AUSTRALIA,Victoria University,RBM 3800,PHARMACOLOGY,BIOL 4000,BIOLOGY ELECTIVE,4.0
California,Marymount College Ca,SCI 330,BIOLOGY OF MICROORGANISMS,BIOL 4000,BIOLOGY ELECTIVE,4.0
Florida,Univ Central Florida,MCB 4414,MICROBIAL METABOLISM,BIOL 4000,BIOLOGY ELECTIVE,3.0
Florida,Univ Central Florida,PCB 4174,FOUND OF BIG IMAG SCIENCE,BIOL 4000,BIOLOGY ELECTIVE,3.0
Massachusetts,Boston University,"BI 132
AND BI 133","ANATOMY & PHYSIOLOGY II
AND ANATOMY & PHYSIOL LAB II",BIOL 4000,BIOLOGY ELECTIVE,4.0
New Jersey,Fairleigh Dickinson University,"BIOL 3358
AND BIOL 3357","LAB: ADV HUMAN STRUCT & FUNCT
AND ADV HUMAN STRUCT & FUNCTION",BIOL 4000,BIOLOGY ELECTIVE,4.0
New York,Bard College,BIO 411,CANCER BIOLOGY,BIOL 4000,BIOLOGY ELECTIVE,2.0
New York,Bard College,BIO 415,ADV SEM: ECOLOGY INFECT DIS,BIOL 4000,BIOLOGY ELECTIVE,2.0
South Carolina,Univ South Carolina,MSCI 311,BIOLOGY-MARINE ORGANISMS,BIOL 4000,BIOLOGY ELECTIVE,3.0
South Carolina,Univ South Carolina,MSCI 575,MARINE ECOLOGY,BIOL 4000,BIOLOGY ELECTIVE,3.0
Texas,Tx St Tech Coll Swtw,BIOL 2302,ANATOMY & PHYSIOLOGY II,BIOL 4000,BIOLOGY ELECTIVE,2.0
UNITED KINGDOM,University College London,ANAT 3042,PAIN,BIOL 4000,BIOLOGY ELECTIVE,4.0
UNITED KINGDOM,University College London,BIOL 2011,BEHAV. ECOLOGY & SOCILBIOLOGY,BIOL 4000,BIOLOGY ELECTIVE,4.0
Vermont,Bennington College,BIO 4202,"NEURONS, NETWORKS AND BEHAVIOR",BIOL 4000,BIOLOGY ELECTIVE,4.0
