School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,Victoria University,VBK 385,INTRO TO FICTION WRITING 1,WRIT 2000,WRITING ELECTIVE,4.0
Alabama,Birmingham-Southern C.,EH 208,INTERMEDIATE WRITING,WRIT 2000,WRITING ELECTIVE,4.0
Arizona,Gateway Cmty Coll,ENG 200,ADVANCED COMPOSITION,WRIT 2000,WRITING ELECTIVE,3.0
Arizona,Univ Phoenix,COMM 299,WRITTEN COMMUNICATIONS FOR AAC,WRIT 2000,WRITING ELECTIVE,3.0
California,American River Coll,ENGWR 300,COLLEGE COMPOSITION,WRIT 2000,WRITING ELECTIVE,3.0
California,American River Coll,ENGWR 302,ADV. COMP & CRITICAL THINKING,WRIT 2000,WRITING ELECTIVE,3.0
California,Folsom Lake College,ENGWR 302,ADV. COMP & CRITICAL THINKING,WRIT 2000,WRITING ELECTIVE,3.0
California,Foothill Coll,ENGL 001C,ADVANCED COMPOSITION,WRIT 2000,WRITING ELECTIVE,3.0
California,Mira Costa College,ENGL 202,CRITICAL THINKING & COMP,WRIT 2000,WRITING ELECTIVE,4.0
California,Pitzer College,MLLC 155,WRITING ACROSS THE CURRICULUM,WRIT 2000,WRITING ELECTIVE,4.0
California,Saddleback College,ENG 300,BEGINNING WRITING,WRIT 2000,WRITING ELECTIVE,3.0
California,San Diego City Coll,ENGL 205,CRITICL THINKING/INTRMD COMPST,WRIT 2000,WRITING ELECTIVE,3.0
California,San Frncsco State Un,AA S 214,2ND YR WRITTEN COMP-AA S,WRIT 2000,WRITING ELECTIVE,3.0
California,San Frncsco State Un,AIS 110,CRIT THINKING-AM IND EXP,WRIT 2000,WRITING ELECTIVE,3.0
California,San Frncsco State Un,ENG 214,SECOND YEAR WRITTEN COMP-ENG,WRIT 2000,WRITING ELECTIVE,3.0
California,Santa Barbara City C,ENG 111,CRITICAL THINK/COMP LITERATURE,WRIT 2000,WRITING ELECTIVE,3.0
California,Santa Clara Univ,ENGL 2A,CRITICAL THINKING & WRITING II,WRIT 2000,WRITING ELECTIVE,4.0
