School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,ARTS 1570,INTRODUCTORY SPANISH A,LANG 1510,SPANISH I,4.0
California,American River Coll,SPAN 401,ELEMENTARY SPANISH,LANG 1510,SPANISH I,4.0
California,College of San Mateo,SPAN 111,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,3.0
California,Napa Valley College,SPAN 110,FIRST SEM SPAN PRT A,LANG 1510,SPANISH I,3.0
California,Saint Mary's College,SPAN 002,CONT. ELEMENTARY SPANISH,LANG 1510,SPANISH I,4.0
Connecticut,Norwalk Community College,SPA D111,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,4.0
Florida,Santa Fe Cmty Coll,SPN 1120,SPANISH 1,LANG 1510,SPANISH I,4.0
Florida,South Florida State College,"SPN 1120
AND SPN 1120L","ELEMENTARY SPANISH I
AND ELEMENTARY SPANISH I LAB",LANG 1510,SPANISH I,4.0
Illinois,John A Logan College,SPN 101,ELEMENTARY SPANISH,LANG 1510,SPANISH I,4.0
Maine,Colby College,SP 125,ELEMENTARY SPANISH,LANG 1510,SPANISH I,4.0
Massachusetts,Bunker Hill Cmty Col,SPN 101,ELEM SPANISH I,LANG 1510,SPANISH I,3.0
Massachusetts,Clark Univ,SPAN 105,INTERMEDIATE SPANISH I,LANG 1510,SPANISH I,4.0
Massachusetts,Holyoke Cmty College,SPA 101,ELEMENTARY SPANISH,LANG 1510,SPANISH I,3.0
Massachusetts,North Shore C C,SPN 101,ELEMENTARY SPANISH,LANG 1510,SPANISH I,3.0
Michigan,Henry Ford Cmty Coll,SPN 131,ELEMENTARY SPANISH,LANG 1510,SPANISH I,4.0
Minnesota,St Olaf College,SPAN 111,BEGINNING SPANISH I,LANG 1510,SPANISH I,4.0
New Jersey,County Coll Morris,SPN 111,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,3.0
New York,Alfred University,SPAN 101,SPANISH I,LANG 1510,SPANISH I,4.0
New York,Clinton Cmty Coll Ny,SPA 101,ELEM. SPOKEN SPANISH,LANG 1510,SPANISH I,3.0
New York,Colgate University,SPAN 101,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,4.0
New York,College of Saint Rose,SPA 101,SPANISH I,LANG 1510,SPANISH I,3.0
New York,Corning Cmty Coll,SPAN 1010,ELEM SPANISH CONV & STRUCT I,LANG 1510,SPANISH I,4.0
New York,Dutchess Cmty Coll,SPA 102,ELEMENTARY SPANISH II,LANG 1510,SPANISH I,4.0
New York,Houghton College,SPAN 101,BEGINNING SPANISH,LANG 1510,SPANISH I,3.0
New York,Monroe Cmty College,SPA 101,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,3.0
New York,Mount Saint Mary Col,SPA 1010-02,BASIC SPANISH I,LANG 1510,SPANISH I,3.0
New York,Orange Co Cmty Coll,48 101,ELEM SPANISH I,LANG 1510,SPANISH I,3.0
New York,Pace Univ NYC,SPA 101,ELEM COLLEGE SPANISH I,LANG 1510,SPANISH I,3.0
New York,Queensborough C C,LS 111,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,4.0
New York,Rockland Cmty Coll,SPA 101,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,4.0
New York,SUNY Clg Ag Tech Cob,SPAN 101,BEGINNING SPANISH I,LANG 1510,SPANISH I,3.0
New York,SUNY Coll Fredonia,LS 115,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,3.0
New York,SUNY Coll New Paltz,89101 1,ELEM SPANISH 1,LANG 1510,SPANISH I,3.0
New York,SUNY Coll Potsdam,SPAN 101,CONTEMPORARY SPANISH LANG I,LANG 1510,SPANISH I,3.0
New York,SUNY Coll Tech Delhi,HUMN 120,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,3.0
New York,SUNY College Oswego,SPA 101,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,3.0
New York,SUNY Laguardia Comm. Coll.,ELS 101,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,3.0
New York,SUNY Oneonta,SPAN 101,INTRODUCTORY SPANISH I,LANG 1510,SPANISH I,3.0
New York,SUNY Plattsburgh,SPA 111,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,3.0
New York,Skidmore College,FS 101,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,4.0
New York,St Lawrence Univ,SPAN 101,ELEMENTARY SPANISH W/LAB,LANG 1510,SPANISH I,4.0
New York,Westchester Cmty Col,SPAN 103,SPANISH CONVERSATION 1,LANG 1510,SPANISH I,3.0
North Carolina,High Point Univ,SPN 1010,SPANISH I,LANG 1510,SPANISH I,4.0
Ohio,Denison Univ,SPAN 111,BEGINNING SPANISH I,LANG 1510,SPANISH I,4.0
Oregon,University Of Oregon,SPAN 101,1ST YEAR SPANISH,LANG 1510,SPANISH I,4.0
Pennsylvania,Villanova University,SPA 1111,INTRODUCTORY SPANISH I,LANG 1510,SPANISH I,4.0
Puerto Rico,Univ. Puerto Rico Rio Piedras,ESPA 3101,BASIC SPANISH I,LANG 1510,SPANISH I,3.0
Rhode Island,Cmty Coll Rhode Is,SPAN 1010,ELEMENTARY SPANISH I,LANG 1510,SPANISH I,3.0
