School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,Guangdong University of Tech.,"CIRC 5
AND CIRC 4","HIGH FREQUENCY ELEC CIRC
AND HIGH FREQUENCY ELEC CIR EXP",ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
CHINA,Zhengzhou Univ.,"ENGR 09
AND ENGR 03
AND ENGR 08","CIRCUIT EXPERIMENT
AND ELECTROMAGNETIC FIELD
AND ELECTRONIC EXPERIMENT",ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",4.0
California,Scripps College,ENGR 102,ADVANCED SYSTEMS ENGR II,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
DENMARK,Technical Univ. of Denmark,02451 02451,DIGITAL SIGNAL PROCESSING,"ECSE 4000
AND ECSE 4530","ELECT, COMP, AND SYS ENGR ELEC
AND DIGITAL SIGNAL PROCESSING","2.0
AND 3.0"
DENMARK,Technical Univ. of Denmark,30540 30540,MAPPING FROM AERIAL & SAT IMAG,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
DENMARK,Technical Univ. of Denmark,31200 31200,FUND OF ACOUSTICS & NOISE CONT,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
DENMARK,Technical Univ. of Denmark,31310 31310,CINEAR CONTROL DESIGN 2,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",5.0
DENMARK,Technical Univ. of Denmark,31380 31380,INTELLIGENT SYSTEMS,"CSCI 4000
OR ECSE 4000","COMPUTER SCIENCE ELECTIVE
OR ELECT, COMP, AND SYS ENGR ELEC","5.0
OR 5.0"
DENMARK,Technical Univ. of Denmark,31385 31385,AUTONOMOUS ROBOT SYSTEMS,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
DENMARK,Technical Univ. of Denmark,31388 31388,ADV AUTONOMOUS ROBOTS,"ECSE 4000
AND ECSE 4490","ELECT, COMP, AND SYS ENGR ELEC
AND ROBOTICS II","1.0
AND 4.0"
DENMARK,Technical Univ. of Denmark,31540 31540,INTRO TO MEDICAL IMAGING,"BMED 4000
OR ECSE 4000","BIOMEDICAL ENGR ELECTIVE
OR ELECT, COMP, AND SYS ENGR ELEC","3.0
OR 3.0"
DENMARK,Technical Univ. of Denmark,31770 31770,HIGH VOLTAGE ENGINEERING,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",5.0
DENMARK,Technical Univ. of Denmark,34540 34540,LIGHT EMIT. DIODES & PHOTOVOLT,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
Georgia,Georgia Institute of Tech,ECE 4391,ELECTROMAGNETIC COMPATIBILITY,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
Maryland,U S Naval Academy,EE 472,FIBER OPTIC COMMUNICATIONS,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",4.0
New Jersey,County Coll Morris,ELT 215,INDUSTRIAL ELECTRONICS,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",4.0
New Jersey,County Coll Morris,ELT 231,ELECTRONIC COMM SYSTEMS,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
New York,Excelsior College,ELEC 321,CONTROL SYSTEMS,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
New York,Kingsborough C C,EGR 9201,RESEARCH I,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
SINGAPORE,Nanyang Tech. Univ.,CPE 302,COMPUTER COMMUNICATION NETWORK,"ECSE 4000
AND ECSE 4670","ELECT, COMP, AND SYS ENGR ELEC
AND COMPUTER COMM NETWORKS","1.0
AND 3.0"
SINGAPORE,Nanyang Tech. Univ.,EE 3071,LABORATORY 3,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",1.0
SINGAPORE,Nanyang Tech. Univ.,EE 4152,DIGITAL COMMUNICATIONS,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
SINGAPORE,Nanyang Tech. Univ.,EE 4153,TELECOMMUNICATION SYSTEMS,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
SINGAPORE,Nanyang Tech. Univ.,EE 4188,WIRELESS COMMUNICATIONS,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
SINGAPORE,Nanyang Tech. Univ.,EE 4303,MIXED SIGNAL IC DESIGN,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",2.0
SINGAPORE,Nanyang Tech. Univ.,EE 4530,POWER SYS & ANALYSIS & CONTROL,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
SINGAPORE,Nanyang Tech. Univ.,EE 4533,POWER APPAR. & SYS PROTECTION,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
UNITED KINGDOM,Swansea University,EG 368,MOBILE INTERNET PROTOCOLS,ECSE 4000,"ELECT, COMP, AND SYS ENGR ELEC",3.0
