School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Alabama,Univ Alabama Tuscaloosa,PHL 292,INTRODUCTION TO ETHICS,PHIL 4240,ETHICS,3.0
California,Cabrillo Coll,PHILO 10,ETHICS,PHIL 4240,ETHICS,3.0
California,Thomas Aquinas Coll,PHIL 3 A,PHILOSOPHY III: ETHICS & POL P,PHIL 4240,ETHICS,3.0
Connecticut,Housatonic Community College,PHL E111,ETHICS,PHIL 4240,ETHICS,3.0
District of Columbia,George Washington University,PHIL 131,ETHICS: THEORY & APPLICATIONS,PHIL 4240,ETHICS,3.0
Florida,Embry-Riddle Aero Un,HU 330,VALUES AND ETHICS,PHIL 4240,ETHICS,3.0
Georgia,Spelman College,HPHI 302,INTRO TO PHILO ETHICS,PHIL 4240,ETHICS,3.0
Georgia,Spelman College,SPHI 130,INTRODUCTION TO ETHICS,PHIL 4240,ETHICS,4.0
MEXICO,Instituto Tecnologico de Monte,H 1018,"ETHICS, SELF AND SOCIETY",PHIL 4240,ETHICS,3.0
Massachusetts,Bristol Communty Col,PHL 152,ETHICS,PHIL 4240,ETHICS,3.0
Missouri,Columbia College,PHIL 330,ETHICS,PHIL 4240,ETHICS,3.0
New Hampshire,Saint Anselm College,PH 107,ETHICS,PHIL 4240,ETHICS,3.0
New Hampshire,U New Hmpshr Manches,PHIL 430,SOCIETY AND MORALS,PHIL 4240,ETHICS,4.0
New Hampshire,Univ New Hampshire,PHIL 430,ETHICS AND SOCIETY,PHIL 4240,ETHICS,4.0
New Jersey,Caldwell University,PH 230,ETHICS,PHIL 4240,ETHICS,3.0
New Jersey,Montclair State Univ,PHIL 102,ETHICS,PHIL 4240,ETHICS,3.0
New York,Le Moyne College,PHL 302,ISSUES IN ETHICS,PHIL 4240,ETHICS,3.0
New York,Marist College,PHIL 200L,ETHICS,PHIL 4240,ETHICS,3.0
New York,Practical Bible Coll,PHIL 4022,ETHICS,PHIL 4240,ETHICS,3.0
New York,SUNY Buffalo,PHI 107,ETHICS,PHIL 4240,ETHICS,3.0
New York,SUNY College Oswego,PHL 205,ETHICS I,PHIL 4240,ETHICS,3.0
New York,SUNY Geneseo,PHIL 130,ETHICS,PHIL 4240,ETHICS,3.0
New York,SUNY Oneonta,PHIL 102,ETHICS,PHIL 4240,ETHICS,3.0
RUSSIAN FEDERATION,UFA State Petroleum Tech. Univ,USPTU 20,ETHICS AND MORAL STANDARDS,PHIL 4240,ETHICS,4.0
