School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,COMP 3311,DATABASE SYSTEMS,CSCI 4380,DATABASE SYSTEMS,4.0
CANADA,Fairleigh Dickinson University,"CSCI 3268
AND CSCI 3331","DATABASE SYSTEMS
AND ADVANCED DATABASE",CSCI 4380,DATABASE SYSTEMS,4.0
CANADA,Fairleigh Dickinson University,"CSCI 3268
AND CSCI 3331","DATABASE SYSTEMS
AND ADVANCED DATABASE",CSCI 4380,DATABASE SYSTEMS,4.0
CHINA,Dalian Univ. of Tech.,DU 102207,DATABASE PRINCIPLES,CSCI 4380,DATABASE SYSTEMS,3.0
Connecticut,Southern Conn St Univ,CSC 335,DATABASE MGT SYSTEMS DESIGN,CSCI 4380,DATABASE SYSTEMS,4.0
Georgia,Georgia Institute of Tech,CS 4400,INTRO TO DATABASE SYSTEMS,CSCI 4380,DATABASE SYSTEMS,3.0
Indiana,Earlham College,CS 430,DATABASE SYSTEMS,CSCI 4380,DATABASE SYSTEMS,3.0
MALAYSIA,Multimedia University,DCS 5075,DATABASE SYSTEMS,CSCI 4380,DATABASE SYSTEMS,4.0
Massachusetts,Boston University,CS 460,INTRO DATABASES,CSCI 4380,DATABASE SYSTEMS,4.0
New York,College of Saint Rose,CIS 321,DATABASE MGMT SYSTEMS,CSCI 4380,DATABASE SYSTEMS,4.0
New York,SUNY Albany,CIS 410,INTRO TO DATABASES,CSCI 4380,DATABASE SYSTEMS,3.0
SINGAPORE,Nanyang Tech. Univ.,CPE 303,DATABASE SYSTEMS,CSCI 4380,DATABASE SYSTEMS,4.0
SINGAPORE,Nanyang Tech. Univ.,CSC 206,DATABASE SYSTEMS,CSCI 4380,DATABASE SYSTEMS,4.0
SINGAPORE,Nanyang Tech. Univ.,CZ 2007,INTRO TO DATABASE SYSTEMS,CSCI 4380,DATABASE SYSTEMS,3.0
UNITED KINGDOM,University of Leeds,COMP 1121,DATABASES,CSCI 4380,DATABASE SYSTEMS,4.0
