School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arizona,University of Arizona,CLAS 335,ROMAN EMPIRE: RULES & RULED,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Illinois,Illinois Inst of Technology,HIST 336,INDUSTRIALIZ AMER 1789-1898,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Maryland,U. of  Maryland College Park,HIST 200,AM HIST BEGINNING-1877,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Maryland,U. of  Maryland College Park,HIST 201,1865 TO PRESENT,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Massachusetts,Northeastern University,SCLY 1210,SOCIOLOGY OF BOSTON,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",4.0
Massachusetts,Univ Mass Boston,LABOR 222G,LABOR AND MIGRATION,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Michigan,Western Mich Univ,HIST 2020,WORLD HISTORY TO 1500,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Michigan,Western Mich Univ,SOC 2100,MODERN SOC PROBLEMS,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New Jersey,Brookdale Cmty Coll,HIST 135,AMERICAN CIVILIZATION,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New Jersey,Brookdale Cmty Coll,HIST 227,MIDDLE EASTERN HISTORY,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Adirondack Cmty Coll,"HIS 104
AND HIS 103","THE US SINCE 1877
AND THE US TO 1877","STSO 2500
AND STSO 2000","AMERICAN HISTORY
AND SCIENCE, TECH & SOC ELECTIVE","4.0
AND 2.0"
New York,Borough Manhattn C C,AFL 161,HLTH PROB URBAN COM,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Borough Manhattn C C,SOC 200,SOCIAL PROBLEMS,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",4.0
New York,Clarkson University,LW 270,LAW AND SOCIETY I,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Dutchess Cmty Coll,HIS 209,AFRICAN AMERICAN HISTORY,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Fordham University,THEO 3316,BYZANTINE CHRISTIANITY,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Hudson Vly Cmty Coll,HIST 137,HISTORY OF WORLD WAR II,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Hudson Vly Cmty Coll,HIST 139,INTRO TO THE VIETNAM WAR,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Orange Co Cmty Coll,HIS 230,THE GREEK & ROMAN WORLD,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Rockland Cmty Coll,HIS 119,CIV RIGHTS MOV: 1945-1975 HONO,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,SUNY Albany,HIS 100,AMERICAN POLIT. & SOCIAL HIST,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,SUNY Albany,HIS 387,ISLAM: RELIGION & CULTURE I,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,SUNY Buffalo,END 120LEC,INTRODUC TO URBAN ENVIRONMNTS,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,SUNY at Stony Brook,EST 201,TECHNO IN INFO & TECH STUDIES,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",1.0
New York,SUNY at Stony Brook,LIN 200,LANGUAGE IN THE UNITED STATES,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Skidmore College,HI 145,MAKING OF THE MODERN MID EAST,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
New York,Syracuse University,HST 341,MODERN AMERICAN PRESIDENCY,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
North Dakota,Nd St College Sci,HIST 103,UNITED STATES HISTORY TO 1877,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Pennsylvania,Temple University,ANTH 0814,HUMAN ECOLOGY,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Pennsylvania,Temple University,HIST 2103,AFRICIAN AMER HIST - 1865,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Pennsylvania,Temple University,STHM 0827,DIMENSIONS OF DIVERSITY,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Vermont,Norwich University,HI 121,AMERICAN HISTORY SURVEY I,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
Washington,Pierce College,HIST& 214,PACIFIC NORTHWEST HISTORY,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",4.0
Washington,Pierce College,POLS& 202,AMERICAN GOVERNMENT,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",4.0
Wisconsin,Univ Wisc Madison,AMER IND 450,ISSUES IN AMER IND STUDIES,STSO 2000,"SCIENCE, TECH & SOC ELECTIVE",3.0
