School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
BRAZIL,Universidade de Fortaleza,T 540,CIVIL CONSTRUCTION DRAWING,CIVL 2000,CIVIL ENGINEERING ELECTIVE,4.0
BRAZIL,Universidade de Fortaleza,T 590,MATLS OF CIVIL CONSTRUCTION I,CIVL 2000,CIVIL ENGINEERING ELECTIVE,4.0
CANADA,York University,ENG 2001,"ENG PROJS: MGMT, ECON & SAFETY",CIVL 2000,CIVIL ENGINEERING ELECTIVE,3.0
CANADA,York University,ENG 2001,"ENG PROJS: MGMT, ECON & SAFETY",CIVL 2000,CIVIL ENGINEERING ELECTIVE,3.0
New York,Broome Cmty Coll,CIV 201,SURVEYING I,CIVL 2000,CIVIL ENGINEERING ELECTIVE,4.0
New York,Broome Cmty Coll,CIV 202,SURVEYING II,CIVL 2000,CIVIL ENGINEERING ELECTIVE,4.0
New York,Dutchess Cmty Coll,ENR 215,SURVEYING I,CIVL 2000,CIVIL ENGINEERING ELECTIVE,3.0
New York,Hudson Vly Cmty Coll,CIVL 101,SURVEYING I,CIVL 2000,CIVIL ENGINEERING ELECTIVE,4.0
New York,Suny Coll Tech Alfrd,CIVL 1204,SURVEYING I,CIVL 2000,CIVIL ENGINEERING ELECTIVE,4.0
SINGAPORE,Nanyang Tech. Univ.,CV 2014,GEOTECHNICAL ENGINEERING,CIVL 2000,CIVIL ENGINEERING ELECTIVE,3.0
