School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Colorado,Colorado College,PHYS 341,MECHANICS,PHYS 2330,INTERMEDIATE MECHANICS,4.0
Illinois,Knox College,"PHYS 312
AND PHYS 260","CLASSICAL DYNAMICS
AND STATICS",PHYS 2330,INTERMEDIATE MECHANICS,4.0
Iowa,Grinnell College,PHY 234,MECHANICS,PHYS 2330,INTERMEDIATE MECHANICS,4.0
Minnesota,Carleton Coll,"PHYS 230
AND PHYS 229","COMPUTATIONAL MECHANICS
AND CLASSICAL MECHANICS",PHYS 2330,INTERMEDIATE MECHANICS,4.0
New York,SUNY Albany,PHY 320,CLASSICAL MECHANICS,PHYS 2330,INTERMEDIATE MECHANICS,3.0
New York,SUNY Coll New Paltz,PHY 306,MECHANICS,PHYS 2330,INTERMEDIATE MECHANICS,3.0
New York,SUNY Coll Potsdam,PHYS 475,MECHANICS,PHYS 2330,INTERMEDIATE MECHANICS,3.0
New York,Siena College,PHYS 310,MECHANICS I,PHYS 2330,INTERMEDIATE MECHANICS,4.0
Ohio,Kenyon College,PHYS 340,CLASSICAL MECHANICS,PHYS 2330,INTERMEDIATE MECHANICS,4.0
UNITED KINGDOM,University College London,MATH 6202,MATH FOR PHYSICS & ASTRONOMY,PHYS 2330,INTERMEDIATE MECHANICS,4.0
UNITED KINGDOM,University College London,MATH 7302,ANALYTICAL DYNAMICS,PHYS 2330,INTERMEDIATE MECHANICS,4.0
UNITED KINGDOM,University College London,PHAS 3423,MATHEMATICAL METH IN PHYSICS,PHYS 2330,INTERMEDIATE MECHANICS,4.0
UNITED KINGDOM,University College London,PHAS 3424,THEORY OF DYNAMICAL SYSTEMS,PHYS 2330,INTERMEDIATE MECHANICS,4.0
