School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Georgia,Spelman College,SPHY 312,ELECTROMAGNETIC THEORY,PHYS 4210,ELECTROMAGNETIC THEORY,4.0
New York,Adelphi Univ,PHY 380,ELECTROMAGNETIC THEORY,PHYS 4210,ELECTROMAGNETIC THEORY,4.0
New York,Ithaca College,PHYS 30500,ELECTROMAGNETISM,PHYS 4210,ELECTROMAGNETIC THEORY,3.0
New York,SUNY Albany,PHY 330,ELECTROMAGNETISM,PHYS 4210,ELECTROMAGNETIC THEORY,4.0
New York,SUNY Albany,"PHY 350
AND PHY 340","ELECTROMAGNETISM II: OPTICS
AND ELECTROMAGNETISM I",PHYS 4210,ELECTROMAGNETIC THEORY,4.0
New York,SUNY Coll Potsdam,PHYS 480,ELECTROMAGNETIC THEORY I,PHYS 4210,ELECTROMAGNETIC THEORY,3.0
New York,Siena College,PHYS 410,ELECTROMAGNECTIC THEORY I,PHYS 4210,ELECTROMAGNETIC THEORY,4.0
New York,Skidmore College,PY 346,ELECTRICITY AND MAGMETISM,PHYS 4210,ELECTROMAGNETIC THEORY,4.0
New York,St John Fisher Coll,"PHYS 342
AND PHYS 341","ELECTRICITY & MAGNETISM II
AND ELECTRICITY & MAGNETISM I",PHYS 4210,ELECTROMAGNETIC THEORY,4.0
Ohio,College Of Wooster,PHYS 30400,ELECTRICITY & MAGNETISM,PHYS 4210,ELECTROMAGNETIC THEORY,4.0
Pennsylvania,Gettysburg College,PHY 330,ELECTRICITY & MAGNETISM,PHYS 4210,ELECTROMAGNETIC THEORY,4.0
UNITED KINGDOM,University College London,PHAS 3201,ELECTROMAGNETIC THEORY,PHYS 4210,ELECTROMAGNETIC THEORY,4.0
