School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
MALAYSIA,Taylor's College,ENGR 196,ENGINEERING PROBLEM-SOLVING,ENGR 2960,TOPICS IN ENGR,3.0
Maryland,U. of  Maryland College Park,ENCE 100,INTRO TO CIVIL & ENVN ENGRNG,ENGR 2960,TOPICS IN ENGR,1.0
Maryland,U. of  Maryland College Park,ENES 160,INVENTIS COLLOGQUIM,ENGR 2960,TOPICS IN ENGR,1.0
Maryland,U. of  Maryland College Park,ENES 170,INVETIS-PRO CONC IN ENGRNG,ENGR 2960,TOPICS IN ENGR,1.0
New York,Columbia U Sch Engr,ENGI E1102X,DESIGN FUND USING ADV COMP TEC,ENGR 2960,TOPICS IN ENGR,4.0
New York,SUNY Buffalo,EE 240,NANOTECHNOLOGY & SCIENCE,ENGR 2960,TOPICS IN ENGR,4.0
New York,SUNY Coll Ag & Tech,ENGR 100,COMPUTER TOOLS IN ENGINEERING,ENGR 2960,TOPICS IN ENGR,2.0
New York,SUNY Coll New Paltz,47101 02,INTRO ENGINEERING SCIENCE,ENGR 2960,TOPICS IN ENGR,3.0
New York,SUNY Maritime Coll,ENGR 102,INTRO TO ENGINEERING,ENGR 2960,TOPICS IN ENGR,1.0
New York,US Merch Marine Acad,EM 200,MAR ENGINEERING 1,ENGR 2960,TOPICS IN ENGR,3.0
Wisconsin,Univ Wisc Madison,"CIV ENGR 320
AND CIV ENGR 310","ENVIRONMENTAL ENGINEERING
AND FLUID MECHANICS",ENGR 2960,TOPICS IN ENGR,6.0
Wisconsin,Univ Wisc Madison,EPD 160,INTRO TO ENGINEERING,ENGR 2960,TOPICS IN ENGR,3.0
