School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,Capital U. of Econ & Business,HASS 4,PRINCIPLES OF MARXISM,PHIL 4000,PHILOSOPHY ELECTIVE,2.0
CHINA,China Agricultural University,HASS 4,MAO ZEDONG THOUGHT/THEO SYS,PHIL 4000,PHILOSOPHY ELECTIVE,4.0
CHINA,China Agricultural University,PHIL 1,PRINCIPLES OF MARXISM,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
CHINA,Shanghai Maritime University,HASS 1,MORAL EDUC AND FUND OF LAW,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
CHINA,Shanghai Maritime University,HASS 2,"MAO THOUGHTS, DENG THEORY",PHIL 4000,PHILOSOPHY ELECTIVE,4.0
CHINA,Shanghai Maritime University,HASS 3,PRINCPLES OF MARXISM,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
CHINA,Univ. Elec Sci & Tech of China,HASS 2,ETHICS EDUC AND BASIC OF LAW,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
CHINA,Wuhan University,HUMN 8,MARXISIM PHILOSOPHY,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
California,Stanford University,PHIL 30,JUSTIFYING JUSTICE HOME&ABROAD,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
California,Thomas Aquinas Coll,PHIL 3 B,PHILOSOPHY III: ETHICS & POL P,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
California,Thomas Aquinas Coll,PHIL 4 A,PHILOSOPHY IV: NAT PHIL/METAPH,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
California,Thomas Aquinas Coll,PHIL 4 B,PHILOSOPHY IV: NAT PHIL/METAPH,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
California,Thomas Aquinas Coll,SEM 4 A,SEMINAR IV: LATE MODERN PHILOS,PHIL 4000,PHILOSOPHY ELECTIVE,4.0
California,Thomas Aquinas Coll,SEM 4 B,SEMINAR IV: LATE MODERN PHILOS,PHIL 4000,PHILOSOPHY ELECTIVE,4.0
California,Thomas Aquinas Coll,THEO 4 A,"THEOLOGY IV: AQUINAS-TRIN, INC",PHIL 4000,PHILOSOPHY ELECTIVE,3.0
California,Thomas Aquinas Coll,THEO 4 B,"THEOLOGY IV: AQUINAS-TRIN, INC",PHIL 4000,PHILOSOPHY ELECTIVE,3.0
Georgia,Morehouse College,HPHI 302,INTRO TO PHILOSOPHICAL ETHICS,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
Illinois,Southern Illinois U,ANTH 410F,ANTHROPOLOGY OF RELIGION,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
Massachusetts,Northeastern University,PHL 1230,MODERN PHILOSOPHY I,PHIL 4000,PHILOSOPHY ELECTIVE,4.0
Massachusetts,Northeastern University,PHL 1315,UNDERSTANDING THE BIBLE,PHIL 4000,PHILOSOPHY ELECTIVE,4.0
Massachusetts,Northeastern University,PHL 1360,PHILOSOPHY & LITERATURE,PHIL 4000,PHILOSOPHY ELECTIVE,4.0
Michigan,Univ Detroit Mercy,PHL 3050,AESTHETICS,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New Jersey,Thomas A Edison St C,PHI 384,ETHICS & BUSINESS PROFESSIONAL,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Cornell University,PHIL 381,PHIL OF SCI: KNOW & OBJECTIVIT,PHIL 4000,PHILOSOPHY ELECTIVE,4.0
New York,Fordham University,PHIL 3000,PHILISOPHICAL ETHICS,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Fordham University,THEO 3310,EARLY CHRISTIAN WRITINGS,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Long Island U Brookl,PHI 113,FREE WILL AND DETERMINATION,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Long Island U Brookl,PHI 214,JUSTICE AND THE FAMILY,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Long Island U Brookl,PHI 61,PHILISOPHICAL EXPLORATIONS I,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Manhattan College,RELS 381,RELIGIOUS DIMENS. OF PEACE,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Marist College,PHIL 319L,ANCIENT PHILOSOPHY,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Marist College,PHIL 322L,17-18 CENT PHILOSOPHY,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Marist College,PHIL 340L,MARX AND MARXISM,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Marist College,PHIL 477L,PHIL CAPPING,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Albany,CLC 402,GREEK AND ROMAN RELIGION,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Albany,EAS 394,READINGS IN JAPANESE REL. STUD,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Albany,PHI 315,TWENTIETH-CENTURY PHILOSOPHY,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Buffalo,AS 395LEC,ASIAN STUDY: TIBETAN BUDDHIST,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Geneseo,PHIL 310,SYMBOLIC LOGIC,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Geneseo,PHIL 317,PHILOSOPHY OF MIND,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Geneseo,PHIL 330,EITHICAL THEORY,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Geneseo,PHIL 355,METAPHYSICS,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Geneseo,PHIL 398,SEMINAR: PLATO,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,SUNY Plattsburgh,PHI 314,AESTHETICS,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Siena College,PHIL 348,EXISTENTIALISM,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,St Johns Univ Jamca,PHI 3000C,CORE:METAPHYSICS,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
New York,Union College NY,PHL 365,PHILO OF MIND,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
Tennessee,Univ Tenn Knoxville,PHIL 326,19TH AND 20TH CENTURY PHIL,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
Tennessee,Univ Tenn Knoxville,PHIL 328,17TH/18TH CENTURY PHILOSOPHY,PHIL 4000,PHILOSOPHY ELECTIVE,3.0
Vermont,Marlboro College,HUM 1333,PHEONOM: HUSSERL AND HEIDEGGER,PHIL 4000,PHILOSOPHY ELECTIVE,4.0
Vermont,Marlboro College,HUM 1400,HEGEL: PHEONOMENOLOGY OF SPIR,PHIL 4000,PHILOSOPHY ELECTIVE,4.0
Vermont,Marlboro College,HUM 1414,"MARX, KIERKEGAARD & NIETZSCHE",PHIL 4000,PHILOSOPHY ELECTIVE,4.0
