School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,McGill University,BIOL 202,BASIC GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
CANADA,McGill University,BIOL 202,BASIC GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
CHINA,Central China Normal Univ.,"BOIL 10
AND BIOL 11","GENETICS
AND GENETICS EXPERIMENT",BIOL 2500,GENETICS & EVOLUTION,4.0
Connecticut,Univ of Connecticut,MCB 200,HUMAN GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
Georgia,Georgia St Univ,BIOL 3900,GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
Maine,University Maine,BIO 462,PRINCIPLES OF GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
Maryland,Howard Cmty College,"BIOL 201
AND BIOL 202","GENETICS
AND GENETICS LAB",BIOL 2500,GENETICS & EVOLUTION,4.0
Maryland,Montgomery Coll Rckvlle,BI 222,PRINCIPLES OF GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
Maryland,U. of  Maryland College Park,BSCI 222,PRINCIPLES OF GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
Massachusetts,Bunker Hill Cmty Col,BIO 208,GENETICS AND LAB,BIOL 2500,GENETICS & EVOLUTION,4.0
Minnesota,College of Saint Benedict,BIOL 202,EVOLUTION IN ACTION,BIOL 2500,GENETICS & EVOLUTION,4.0
New Mexico,Univ Of New Mexico,"BIOL 222
AND BIOL 221","INTRO GENETICS PROB
AND INTRODUCTORY GENETICS",BIOL 2500,GENETICS & EVOLUTION,4.0
New York,Adirondack Cmty Coll,BIO 212,GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
New York,College of Saint Rose,"BIO 358L
AND BIO 358","GENETICS LAB
AND GENETICS",BIOL 2500,GENETICS & EVOLUTION,4.0
New York,Cornell University,BIOGD 281,GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
New York,Hudson Vly Cmty Coll,BIOL 281,GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
New York,SUNY Albany,BIO 212Y,INTRODUCTORY GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
New York,SUNY Coll Potsdam,"BIOL 311
AND BIOL 311L","GENETICS - LEC
AND GENETICS - LAB",BIOL 2500,GENETICS & EVOLUTION,4.0
New York,SUNY Geneseo,BIOL 222,PRINC OF GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
New York,SUNY Inst. of Tech Utica/Rome,BIO 351,GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
New York,Siena College,BIOL 260,MOLECULAR GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
New York,St Bonaventure Univ,BIO 291,GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
New York,St Lawrence Univ,BIOL 245,GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
New York,Suny Purchase,BIO 3160,GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
New York,Tompkins-Cortland Cc,"BIOL 205
AND BIOL 206","GENERAL GENETICS
AND MOLEC GENETIC TECHNIQUE",BIOL 2500,GENETICS & EVOLUTION,4.0
New York,Ulster Co Cmty Coll,BIO 206,GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
Pennsylvania,Lehigh University,"BIOS 116
AND BIOS 115","GENETICS LAB
AND GENETICS",BIOL 2500,GENETICS & EVOLUTION,4.0
South Carolina,Univ South Carolina,BIOL 303,FUNDAMENTAL GENETICS,BIOL 2500,GENETICS & EVOLUTION,3.0
Vermont,Bennington College,BIO 4207,GENETICS,BIOL 2500,GENETICS & EVOLUTION,4.0
