School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CHINA,Chinese Univ. of Hong Kong,CPTH 3313,APPL OF VOCAB & GRAMMAR III,LANG 4000,FOREIGN LANGUAGE ELECTIVE,3.0
CHINA,Chinese Univ. of Hong Kong,CPTH 3323,ORAL SKILLS PRACTICE III,LANG 4000,FOREIGN LANGUAGE ELECTIVE,3.0
CHINA,Chinese Univ. of Hong Kong,CPTH 3333,COMMUNICATION IN CONTEXT III,LANG 4000,FOREIGN LANGUAGE ELECTIVE,3.0
CHINA,Chinese Univ. of Hong Kong,CPTH 3353,BAS.PRES SKILLS& DAILY SIT III,LANG 4000,FOREIGN LANGUAGE ELECTIVE,3.0
CHINA,Chinese Univ. of Hong Kong,CPTH 4433,ADV. TOPICAL CONVERSATION I,LANG 4000,FOREIGN LANGUAGE ELECTIVE,3.0
CHINA,Chinese Univ. of Hong Kong,CPTH 4443,COMM SKILLS ON BUS. TOPICS I,LANG 4000,FOREIGN LANGUAGE ELECTIVE,3.0
CHINA,University of Macau,JPNB 220,PRACTICAL JAPANESE IV,LANG 4000,FOREIGN LANGUAGE ELECTIVE,3.0
Connecticut,Connecticut College,FRH 329,FRENCH CINEMA,LANG 4000,FOREIGN LANGUAGE ELECTIVE,4.0
Delaware,Wesley College,SP 301,SURVEY OF SPANISH-AMERICA,LANG 4000,FOREIGN LANGUAGE ELECTIVE,3.0
Georgia,Morehouse College,HFLC 302,ADVANCED CHINESE,LANG 4000,FOREIGN LANGUAGE ELECTIVE,4.0
Georgia,Morehouse College,HFLF 317,ORAL COMM SKILLS/READ & WRITIN,LANG 4000,FOREIGN LANGUAGE ELECTIVE,3.0
Indiana,Earlham College,JAPN 301,ADVANCED JAPANESE I,LANG 4000,FOREIGN LANGUAGE ELECTIVE,4.0
KAZAKHSTAN,Almaty Inst of Power Engr&Tech,COMM 1,OPTIONAL DISC-BUSINESS COMM,LANG 4000,FOREIGN LANGUAGE ELECTIVE,2.0
