School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,University of Alberta,ANTHR 101,INTRODUCTORY ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
CANADA,University of Alberta,ANTHR 101,INTRODUCTORY ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
California,Pasadena City Coll,ANTH 001,PHYSICAL ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
California,Rio Hondo College,ANTH 102H,INTRO TO CULTURAL ANTHRO H,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
Florida,Hillsborough C C,ANT 2000H,HONORS INTRO ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
Florida,Univ South Florida,ANT 2410,CULTURAL ANTHROLPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
Georgia,Univ Georgia Athens,ANTH 1102,INTRODUCTION TO ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
Maryland,Howard Cmty College,ANTH 105,INTRO CULTURAL ANTH HN,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
Maryland,Washington College,ANT 105,INTRO TO ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,4.0
Massachusetts,Simons Rock Clg Bard,ANTH 100,WCP INTRO TO ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
Michigan,Univ Mich Ann Arbor,ANTHRCUL 101,INTRO ANTHRO,STSS 2510,CULTURAL ANTHROPOLOGY,4.0
New Hampshire,Univ New Hampshire,ANTH 411,GLOBAL PERSPECTIVES:INTRO ANTH,STSS 2510,CULTURAL ANTHROPOLOGY,4.0
New York,Bronx Cmty Coll,ANT 11,ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
New York,Broome Cmty Coll,ANT 111,CULTURAL ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
New York,Hudson Vly Cmty Coll,ANTH 100,ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
New York,Kingsborough C C,ANT 3700,INTRO ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
New York,Queens College,ANTH 101,INTRO. CULT. ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
New York,SUNY Coll Cortland,ANT 102,INTRO: CULTURAL ANTHRO,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
New York,SUNY Coll Fredonia,ANTH 115,INTRODUCTORY ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
New York,SUNY Laguardia Comm. Coll.,SSA 101,CULTURAL ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
New York,Wagner College,AN 101,INTRODUCTION TO ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,4.0
Pennsylvania,Univ Pittsburgh Pitts,ANTH 0780,INTRO TO CULTURAL ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
Wisconsin,Marquette University-Law Sch.,ANTH I,INTRODUCTORY ANTHROPOLOGY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
Wisconsin,Univ Wisc Madison,ANTHRO 104,CULT ANTHRO & HUMAN DIVERSITY,STSS 2510,CULTURAL ANTHROPOLOGY,3.0
